"ano";"cod_mun";"amc";"semiarido";"polos";"cod_uf";"uf";"chave";"q.dende";"q.girassol";"q.mamona";"q.soja";"h.dende";"h.girassol";"h.mamona";"h.soja";"v.dende";"v.girassol";"v.mamona";"v.soja";"s.dende";"s.girassol";"s.mamona";"s.soja";"d.bio";"total.contratos";"valores.totais";"vaba";"vabi";"vabs";"vabadm";"vabt";"t";"pib";"pib.per.capta";"est_pop"
2011;1200351;21004;0;0;12;"AC";"MARECHAL THAUMATURGO (AC)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;6;58;803083275364795;140727903140044;161894388256591;537455589667769;439714511932732;650377412865212;701329855123402;657390711416446;447722387581715;14682
2011;1200385;21001;0;0;12;"AC";"PLACIDO DE CASTRO (AC)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;137;622;690194136964346;367611770839873;387505680505892;134697827750597;500249163831151;104130933047221;160223005805397;105733163105275;607626652404372;17401
2011;1200393;21004;0;0;12;"AC";"PORTO WALTER (AC)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;2;20;276925267367171;834201575352794;140621681530614;403224858688772;277074315469199;414879127026417;434483975175228;41922396677817;443717355902418;9448
2011;1200401;21003;0;0;12;"AC";"RIO BRANCO (AC)";0;0;0;282;0;0;0;85;0;"0";"0";136385694178332;0;0;0;0;4208;773;110553405032783;703751545817133;515056312876918;18465930803194;939954269997177;337197881777521;447296320057729;381927513783294;111577136407293;342298
2011;1200427;21004;0;0;12;"AC";"RODRIGUES ALVES (AC)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;11;309;342551854926777;242715096769017;267234475329607;772122407391294;433370908678704;780021693719811;961934531858288;789641039038394;532390211139723;14832
2011;1200450;21001;0;0;12;"AC";"SENADOR GUIOMARD (AC)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;310;307;57091401270431;461873261821046;191373394508752;275707059269759;572522927046005;150147664264556;77430977084691;157890761280712;774467895174577;20386
2011;1200500;21008;0;0;12;"AC";"SENA MADUREIRA (AC)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;90;366;629613971705923;423852523389471;710598682284815;364400912365462;103511314146113;189442644544455;59703903788844;195413034923339;504825762339163;38708
2011;1200609;21006;0;0;12;"AC";"TARAUACA (AC)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;130;103;156301548094851;353003526828958;562066768954492;349688149835512;101185044976385;177074881024691;598100146281674;183055881795194;505874616789316;36186
2011;1200708;21003;0;0;12;"AC";"XAPURI (AC)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;58;220;587583925176609;320422376039223;257855224217832;109642301102989;437187340404661;893037533045525;129732149241934;906010747969718;553457993167848;16369
2011;1200807;21003;0;0;12;"AC";"PORTO ACRE (AC)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;141;177;224828225824575;298772171711903;415045552188973;928769338756544;412488659656582;845642320463037;184739545881996;864116275051236;56801180059433;15212
