"Município";"PRODUTOR.DA.CULTURA.DE.DENDE";"PRODUTOR.DA.CULTURA.DE.MAMONA";"PRODUTOR.DA.CULTURA.DE.SOJA";"TRABALHADOR.NA.CULTURA.DE.DENDE";"TRABALHADOR.NA.CULTURA.DE.MAMONA";"TRABALHADOR.NA.CULTURA.DE.SOJA";"TRABALHADOR.NA.CULTURA.DO.GIRASSOL";"Total";"Estado";"Mun";"chave";"ano"
"SP-ALTO ALEGRE";0;0;0;0;0;0;0;0;"SP";"ALTO ALEGRE";"ALTO ALEGRE (SP)";2015
"SP-ALUMINIO";0;0;0;0;0;0;0;0;"SP";"ALUMINIO";"ALUMINIO (SP)";2015
"SP-ALVARES FLORENCE";0;0;0;0;0;0;0;0;"SP";"ALVARES FLORENCE";"ALVARES FLORENCE (SP)";2015
"SP-ALVARES MACHADO";0;0;0;0;0;0;0;0;"SP";"ALVARES MACHADO";"ALVARES MACHADO (SP)";2015
"SP-ALVARO DE CARVALHO";0;0;0;0;0;0;0;0;"SP";"ALVARO DE CARVALHO";"ALVARO DE CARVALHO (SP)";2015
"SP-ALVINLANDIA";0;0;0;0;0;0;0;0;"SP";"ALVINLANDIA";"ALVINLANDIA (SP)";2015
"SP-AMERICANA";0;0;0;0;0;0;0;0;"SP";"AMERICANA";"AMERICANA (SP)";2015
"SP-AMERICO BRASILIENSE";0;0;0;0;0;0;0;0;"SP";"AMERICO BRASILIENSE";"AMERICO BRASILIENSE (SP)";2015
"SP-AMERICO DE CAMPOS";0;0;0;0;0;0;0;0;"SP";"AMERICO DE CAMPOS";"AMERICO DE CAMPOS (SP)";2015
"SP-AMPARO";0;0;0;0;0;0;0;0;"SP";"AMPARO";"AMPARO (SP)";2015
"SP-ANALANDIA";0;0;0;0;0;0;0;0;"SP";"ANALANDIA";"ANALANDIA (SP)";2015
"SP-ANDRADINA";0;0;0;0;0;0;0;0;"SP";"ANDRADINA";"ANDRADINA (SP)";2015
"SP-ANGATUBA";0;0;0;0;0;0;0;0;"SP";"ANGATUBA";"ANGATUBA (SP)";2015
"SP-ANHEMBI";0;0;0;0;0;0;0;0;"SP";"ANHEMBI";"ANHEMBI (SP)";2015
"SP-ANHUMAS";0;0;0;0;0;0;0;0;"SP";"ANHUMAS";"ANHUMAS (SP)";2015
"SP-APARECIDA";0;0;0;0;0;0;0;0;"SP";"APARECIDA";"APARECIDA (SP)";2015
"SP-APARECIDA D OESTE";0;0;0;0;0;0;0;0;"SP";"APARECIDA D OESTE";"APARECIDA D OESTE (SP)";2015
"SP-APIAI";0;0;0;0;0;0;0;0;"SP";"APIAI";"APIAI (SP)";2015
"SP-ARACARIGUAMA";0;0;0;0;0;0;0;0;"SP";"ARACARIGUAMA";"ARACARIGUAMA (SP)";2015
"SP-ARACATUBA";0;0;0;0;0;0;0;0;"SP";"ARACATUBA";"ARACATUBA (SP)";2015
"SP-ARACOIABA DA SERRA";0;0;0;0;0;0;0;0;"SP";"ARACOIABA DA SERRA";"ARACOIABA DA SERRA (SP)";2015
"SP-ARAMINA";0;0;0;0;0;0;0;0;"SP";"ARAMINA";"ARAMINA (SP)";2015
"SP-ARANDU";0;0;0;0;0;0;0;0;"SP";"ARANDU";"ARANDU (SP)";2015
"SP-ARAPEI";0;0;0;0;0;0;0;0;"SP";"ARAPEI";"ARAPEI (SP)";2015
"SP-ARARAQUARA";0;0;0;0;0;1619.76999999955;0;1619.76999999955;"SP";"ARARAQUARA";"ARARAQUARA (SP)";2015
"SP-ARARAS";0;0;0;0;0;0;0;0;"SP";"ARARAS";"ARARAS (SP)";2015
"SP-ARCO-IRIS";0;0;0;0;0;0;0;0;"SP";"ARCO-IRIS";"ARCO-IRIS (SP)";2015
"SP-AREALVA";0;0;0;0;0;0;0;0;"SP";"AREALVA";"AREALVA (SP)";2015
"SP-AREIAS";0;0;0;0;0;0;0;0;"SP";"AREIAS";"AREIAS (SP)";2015
"SP-AREIOPOLIS";0;0;0;0;0;0;0;0;"SP";"AREIOPOLIS";"AREIOPOLIS (SP)";2015
"SP-ARIRANHA";0;0;0;0;0;0;0;0;"SP";"ARIRANHA";"ARIRANHA (SP)";2015
"SP-ARTUR NOGUEIRA";0;0;0;0;0;0;0;0;"SP";"ARTUR NOGUEIRA";"ARTUR NOGUEIRA (SP)";2015
"SP-ARUJA";0;0;0;0;0;0;0;0;"SP";"ARUJA";"ARUJA (SP)";2015
"SP-ASPASIA";0;0;0;0;0;0;0;0;"SP";"ASPASIA";"ASPASIA (SP)";2015
"SP-ASSIS";0;0;0;0;0;0;0;0;"SP";"ASSIS";"ASSIS (SP)";2015
"SP-ATIBAIA";0;0;0;0;0;0;0;0;"SP";"ATIBAIA";"ATIBAIA (SP)";2015
"SP-AURIFLAMA";0;0;0;0;0;0;0;0;"SP";"AURIFLAMA";"AURIFLAMA (SP)";2015
"SP-AVAI";0;0;0;0;0;0;0;0;"SP";"AVAI";"AVAI (SP)";2015
"SP-AVANHANDAVA";0;0;0;0;0;0;0;0;"SP";"AVANHANDAVA";"AVANHANDAVA (SP)";2015
"SP-AVARE";0;0;0;0;0;0;0;0;"SP";"AVARE";"AVARE (SP)";2015
"SP-BADY BASSITT";0;0;0;0;0;0;0;0;"SP";"BADY BASSITT";"BADY BASSITT (SP)";2015
"SP-BALBINOS";0;0;0;0;0;0;0;0;"SP";"BALBINOS";"BALBINOS (SP)";2015
"SP-BALSAMO";0;0;0;0;0;0;0;0;"SP";"BALSAMO";"BALSAMO (SP)";2015
"SP-BANANAL";0;0;0;0;0;0;0;0;"SP";"BANANAL";"BANANAL (SP)";2015
"SP-BARAO DE ANTONINA";0;0;0;0;0;0;0;0;"SP";"BARAO DE ANTONINA";"BARAO DE ANTONINA (SP)";2015
"SP-BARBOSA";0;0;0;0;0;0;0;0;"SP";"BARBOSA";"BARBOSA (SP)";2015
"SP-BARIRI";0;0;0;0;0;0;0;0;"SP";"BARIRI";"BARIRI (SP)";2015
"SP-BARRA BONITA";0;0;0;0;0;0;0;0;"SP";"BARRA BONITA";"BARRA BONITA (SP)";2015
"SP-BARRA DO CHAPEU";0;0;0;0;0;0;0;0;"SP";"BARRA DO CHAPEU";"BARRA DO CHAPEU (SP)";2015
"SP-BARRA DO TURVO";0;0;0;0;0;0;0;0;"SP";"BARRA DO TURVO";"BARRA DO TURVO (SP)";2015
"SP-BARRETOS";0;0;0;0;0;0;0;0;"SP";"BARRETOS";"BARRETOS (SP)";2015
"SP-BARRINHA";0;0;0;0;0;0;0;0;"SP";"BARRINHA";"BARRINHA (SP)";2015
"SP-BARUERI";0;0;0;0;0;0;0;0;"SP";"BARUERI";"BARUERI (SP)";2015
"SP-BASTOS";0;0;0;0;0;0;0;0;"SP";"BASTOS";"BASTOS (SP)";2015
"SP-BATATAIS";0;0;0;0;0;0;0;0;"SP";"BATATAIS";"BATATAIS (SP)";2015
"SP-BAURU";0;0;0;0;0;0;0;0;"SP";"BAURU";"BAURU (SP)";2015
"SP-BEBEDOURO";0;0;0;0;0;0;0;0;"SP";"BEBEDOURO";"BEBEDOURO (SP)";2015
"SP-BENTO DE ABREU";0;0;0;0;0;0;0;0;"SP";"BENTO DE ABREU";"BENTO DE ABREU (SP)";2015
"SP-BERNARDINO DE CAMPOS";0;0;0;0;0;0;0;0;"SP";"BERNARDINO DE CAMPOS";"BERNARDINO DE CAMPOS (SP)";2015
"SP-BERTIOGA";0;0;0;0;0;0;0;0;"SP";"BERTIOGA";"BERTIOGA (SP)";2015
"SP-BILAC";0;0;0;0;0;0;0;0;"SP";"BILAC";"BILAC (SP)";2015
"SP-BIRIGUI";0;0;0;0;0;0;0;0;"SP";"BIRIGUI";"BIRIGUI (SP)";2015
"SP-BIRITIBA-MIRIM";0;0;0;0;0;0;0;0;"SP";"BIRITIBA-MIRIM";"BIRITIBA-MIRIM (SP)";2015
"SP-BOA ESPERANCA DO SUL";0;0;0;0;0;0;0;0;"SP";"BOA ESPERANCA DO SUL";"BOA ESPERANCA DO SUL (SP)";2015
"SP-BOCAINA";0;0;0;0;0;0;0;0;"SP";"BOCAINA";"BOCAINA (SP)";2015
"SP-BOFETE";0;0;0;0;0;0;0;0;"SP";"BOFETE";"BOFETE (SP)";2015
"SP-BOITUVA";0;0;0;0;0;0;0;0;"SP";"BOITUVA";"BOITUVA (SP)";2015
"SP-BOM JESUS DOS PERDOES";0;0;0;0;0;0;0;0;"SP";"BOM JESUS DOS PERDOES";"BOM JESUS DOS PERDOES (SP)";2015
"SP-BOM SUCESSO DE ITARARE";0;0;0;0;0;0;0;0;"SP";"BOM SUCESSO DE ITARARE";"BOM SUCESSO DE ITARARE (SP)";2015
"SP-BORA";0;0;0;0;0;0;0;0;"SP";"BORA";"BORA (SP)";2015
"SP-BORACEIA";0;0;0;0;0;0;0;0;"SP";"BORACEIA";"BORACEIA (SP)";2015
"SP-BORBOREMA";0;0;0;0;0;0;0;0;"SP";"BORBOREMA";"BORBOREMA (SP)";2015
"SP-BOREBI";0;0;0;0;0;0;0;0;"SP";"BOREBI";"BOREBI (SP)";2015
"SP-BOTUCATU";0;0;0;0;0;0;0;0;"SP";"BOTUCATU";"BOTUCATU (SP)";2015
"SP-BRAGANCA PAULISTA";0;0;0;0;0;0;0;0;"SP";"BRAGANCA PAULISTA";"BRAGANCA PAULISTA (SP)";2015
"SP-BRAUNA";0;0;0;0;0;0;0;0;"SP";"BRAUNA";"BRAUNA (SP)";2015
"SP-BREJO ALEGRE";0;0;0;0;0;0;0;0;"SP";"BREJO ALEGRE";"BREJO ALEGRE (SP)";2015
"SP-BRODOWSKI";0;0;0;0;0;0;0;0;"SP";"BRODOWSKI";"BRODOWSKI (SP)";2015
"SP-BROTAS";0;0;0;0;0;0;0;0;"SP";"BROTAS";"BROTAS (SP)";2015
"SP-BURI";0;0;0;0;0;0;0;0;"SP";"BURI";"BURI (SP)";2015
"SP-BURITAMA";0;0;0;0;0;0;0;0;"SP";"BURITAMA";"BURITAMA (SP)";2015
"SP-BURITIZAL";0;0;0;0;0;0;0;0;"SP";"BURITIZAL";"BURITIZAL (SP)";2015
"SP-CABRALIA PAULISTA";0;0;0;0;0;0;0;0;"SP";"CABRALIA PAULISTA";"CABRALIA PAULISTA (SP)";2015
"SP-CABREUVA";0;0;0;0;0;0;0;0;"SP";"CABREUVA";"CABREUVA (SP)";2015
"SP-CACAPAVA";0;0;0;0;0;0;0;0;"SP";"CACAPAVA";"CACAPAVA (SP)";2015
"SP-CACHOEIRA PAULISTA";0;0;0;0;0;0;0;0;"SP";"CACHOEIRA PAULISTA";"CACHOEIRA PAULISTA (SP)";2015
"SP-CACONDE";0;0;0;0;0;0;0;0;"SP";"CACONDE";"CACONDE (SP)";2015
"SP-CAFELANDIA";0;0;0;0;0;0;0;0;"SP";"CAFELANDIA";"CAFELANDIA (SP)";2015
"SP-CAIABU";0;0;0;0;0;0;0;0;"SP";"CAIABU";"CAIABU (SP)";2015
"SP-CAIEIRAS";0;0;0;0;0;0;0;0;"SP";"CAIEIRAS";"CAIEIRAS (SP)";2015
"SP-CAIUA";0;0;0;0;0;0;0;0;"SP";"CAIUA";"CAIUA (SP)";2015
"SP-CAJAMAR";0;0;0;0;0;0;0;0;"SP";"CAJAMAR";"CAJAMAR (SP)";2015
"SP-CAJATI";0;0;0;0;0;0;0;0;"SP";"CAJATI";"CAJATI (SP)";2015
"SP-CAJOBI";0;0;0;0;0;0;0;0;"SP";"CAJOBI";"CAJOBI (SP)";2015
"SP-CAJURU";0;0;0;0;0;0;0;0;"SP";"CAJURU";"CAJURU (SP)";2015
"SP-CAMPINA DO MONTE ALEGRE";0;0;0;0;0;0;0;0;"SP";"CAMPINA DO MONTE ALEGRE";"CAMPINA DO MONTE ALEGRE (SP)";2015
"SP-CAMPINAS";0;0;0;0;0;0;0;0;"SP";"CAMPINAS";"CAMPINAS (SP)";2015
"SP-CAMPO LIMPO PAULISTA";0;0;0;0;0;0;0;0;"SP";"CAMPO LIMPO PAULISTA";"CAMPO LIMPO PAULISTA (SP)";2015
"SP-CAMPOS DO JORDAO";0;0;0;0;0;0;0;0;"SP";"CAMPOS DO JORDAO";"CAMPOS DO JORDAO (SP)";2015
"SP-CAMPOS NOVOS PAULISTA";0;0;0;0;0;3206.66000000015;0;3206.66000000015;"SP";"CAMPOS NOVOS PAULISTA";"CAMPOS NOVOS PAULISTA (SP)";2015
"SP-CANANEIA";0;0;0;0;0;0;0;0;"SP";"CANANEIA";"CANANEIA (SP)";2015
"SP-CANAS";0;0;0;0;0;0;0;0;"SP";"CANAS";"CANAS (SP)";2015
"SP-CANDIDO MOTA";0;0;0;0;0;0;0;0;"SP";"CANDIDO MOTA";"CANDIDO MOTA (SP)";2015
"SP-CANDIDO RODRIGUES";0;0;0;0;0;0;0;0;"SP";"CANDIDO RODRIGUES";"CANDIDO RODRIGUES (SP)";2015
"SP-CANITAR";0;0;0;0;0;0;0;0;"SP";"CANITAR";"CANITAR (SP)";2015
"SP-CAPAO BONITO";0;0;0;0;0;0;0;0;"SP";"CAPAO BONITO";"CAPAO BONITO (SP)";2015
"SP-CAPELA DO ALTO";0;0;0;0;0;0;0;0;"SP";"CAPELA DO ALTO";"CAPELA DO ALTO (SP)";2015
"SP-CAPIVARI";0;0;0;0;0;0;0;0;"SP";"CAPIVARI";"CAPIVARI (SP)";2015
"SP-CARAGUATATUBA";0;0;0;0;0;0;0;0;"SP";"CARAGUATATUBA";"CARAGUATATUBA (SP)";2015
"SP-CARAPICUIBA";0;0;0;0;0;0;0;0;"SP";"CARAPICUIBA";"CARAPICUIBA (SP)";2015
"SP-CARDOSO";0;0;0;0;0;0;0;0;"SP";"CARDOSO";"CARDOSO (SP)";2015
"SP-CASA BRANCA";0;0;0;0;0;0;0;0;"SP";"CASA BRANCA";"CASA BRANCA (SP)";2015
"SP-CASSIA DOS COQUEIROS";0;0;0;0;0;0;0;0;"SP";"CASSIA DOS COQUEIROS";"CASSIA DOS COQUEIROS (SP)";2015
"SP-CASTILHO";0;0;0;0;0;0;0;0;"SP";"CASTILHO";"CASTILHO (SP)";2015
"SP-CATANDUVA";0;0;0;0;0;0;0;0;"SP";"CATANDUVA";"CATANDUVA (SP)";2015
"SP-CATIGUA";0;0;0;0;0;0;0;0;"SP";"CATIGUA";"CATIGUA (SP)";2015
"SP-CEDRAL";0;0;0;0;0;0;0;0;"SP";"CEDRAL";"CEDRAL (SP)";2015
"SP-CERQUEIRA CESAR";0;0;0;0;0;0;0;0;"SP";"CERQUEIRA CESAR";"CERQUEIRA CESAR (SP)";2015
"SP-CERQUILHO";0;0;0;0;0;0;0;0;"SP";"CERQUILHO";"CERQUILHO (SP)";2015
"SP-CESARIO LANGE";0;0;0;0;0;0;0;0;"SP";"CESARIO LANGE";"CESARIO LANGE (SP)";2015
"SP-CHARQUEADA";0;0;0;0;0;0;0;0;"SP";"CHARQUEADA";"CHARQUEADA (SP)";2015
"SP-CLEMENTINA";0;0;0;0;0;0;0;0;"SP";"CLEMENTINA";"CLEMENTINA (SP)";2015
"SP-COLINA";0;0;0;0;0;0;0;0;"SP";"COLINA";"COLINA (SP)";2015
"SP-COLOMBIA";0;0;0;0;0;0;0;0;"SP";"COLOMBIA";"COLOMBIA (SP)";2015
"SP-CONCHAL";0;0;0;0;0;0;0;0;"SP";"CONCHAL";"CONCHAL (SP)";2015
"SP-CONCHAS";0;0;0;0;0;0;0;0;"SP";"CONCHAS";"CONCHAS (SP)";2015
"SP-CORDEIROPOLIS";0;0;0;0;0;0;0;0;"SP";"CORDEIROPOLIS";"CORDEIROPOLIS (SP)";2015
"SP-COROADOS";0;0;0;0;0;1463.94999999925;0;1463.94999999925;"SP";"COROADOS";"COROADOS (SP)";2015
"SP-CORONEL MACEDO";0;0;0;0;0;0;0;0;"SP";"CORONEL MACEDO";"CORONEL MACEDO (SP)";2015
"SP-CORUMBATAI";0;0;0;0;0;0;0;0;"SP";"CORUMBATAI";"CORUMBATAI (SP)";2015
"SP-COSMOPOLIS";0;0;0;0;0;0;0;0;"SP";"COSMOPOLIS";"COSMOPOLIS (SP)";2015
"SP-COSMORAMA";0;0;0;0;0;0;0;0;"SP";"COSMORAMA";"COSMORAMA (SP)";2015
"SP-COTIA";0;0;0;0;0;0;0;0;"SP";"COTIA";"COTIA (SP)";2015
"SP-CRAVINHOS";0;0;0;0;0;0;0;0;"SP";"CRAVINHOS";"CRAVINHOS (SP)";2015
"SP-CRISTAIS PAULISTA";0;0;0;0;0;0;0;0;"SP";"CRISTAIS PAULISTA";"CRISTAIS PAULISTA (SP)";2015
"SP-CRUZALIA";0;0;0;0;0;39980.1199999992;0;39980.1199999992;"SP";"CRUZALIA";"CRUZALIA (SP)";2015
"SP-CRUZEIRO";0;0;0;0;0;0;0;0;"SP";"CRUZEIRO";"CRUZEIRO (SP)";2015
"SP-CUBATAO";0;0;0;0;0;0;0;0;"SP";"CUBATAO";"CUBATAO (SP)";2015
"SP-CUNHA";0;0;0;0;0;0;0;0;"SP";"CUNHA";"CUNHA (SP)";2015
"SP-DESCALVADO";0;0;0;0;0;0;0;0;"SP";"DESCALVADO";"DESCALVADO (SP)";2015
"SP-DIADEMA";0;0;0;0;0;0;0;0;"SP";"DIADEMA";"DIADEMA (SP)";2015
"SP-DIRCE REIS";0;0;0;0;0;0;0;0;"SP";"DIRCE REIS";"DIRCE REIS (SP)";2015
"SP-DIVINOLANDIA";0;0;0;0;0;0;0;0;"SP";"DIVINOLANDIA";"DIVINOLANDIA (SP)";2015
"SP-DOBRADA";0;0;0;0;0;0;0;0;"SP";"DOBRADA";"DOBRADA (SP)";2015
"SP-DOIS CORREGOS";0;0;0;0;0;0;0;0;"SP";"DOIS CORREGOS";"DOIS CORREGOS (SP)";2015
"SP-DOLCINOPOLIS";0;0;0;0;0;0;0;0;"SP";"DOLCINOPOLIS";"DOLCINOPOLIS (SP)";2015
"SP-DOURADO";0;0;0;0;0;0;0;0;"SP";"DOURADO";"DOURADO (SP)";2015
"SP-DRACENA";0;0;0;0;0;0;0;0;"SP";"DRACENA";"DRACENA (SP)";2015
"SP-DUARTINA";0;0;0;0;0;0;0;0;"SP";"DUARTINA";"DUARTINA (SP)";2015
"SP-DUMONT";0;0;0;0;1472.55000000075;0;0;1472.55000000075;"SP";"DUMONT";"DUMONT (SP)";2015
"SP-ECHAPORA";0;0;0;0;0;0;0;0;"SP";"ECHAPORA";"ECHAPORA (SP)";2015
"SP-ELDORADO";0;0;0;0;0;0;0;0;"SP";"ELDORADO";"ELDORADO (SP)";2015
"SP-ELIAS FAUSTO";0;0;0;0;0;0;0;0;"SP";"ELIAS FAUSTO";"ELIAS FAUSTO (SP)";2015
"SP-ELISIARIO";0;0;0;0;0;0;0;0;"SP";"ELISIARIO";"ELISIARIO (SP)";2015
"SP-EMBAUBA";0;0;0;0;0;0;0;0;"SP";"EMBAUBA";"EMBAUBA (SP)";2015
"SP-EMBU DAS ARTES";0;0;0;0;0;0;0;0;"SP";"EMBU DAS ARTES";"EMBU DAS ARTES (SP)";2015
"SP-EMBU-GUACU";0;0;0;0;0;0;0;0;"SP";"EMBU-GUACU";"EMBU-GUACU (SP)";2015
"SP-EMILIANOPOLIS";0;0;0;0;0;0;0;0;"SP";"EMILIANOPOLIS";"EMILIANOPOLIS (SP)";2015
"SP-ENGENHEIRO COELHO";0;0;0;0;0;0;0;0;"SP";"ENGENHEIRO COELHO";"ENGENHEIRO COELHO (SP)";2015
"SP-ESPIRITO SANTO DO PINHAL";0;0;0;0;0;0;0;0;"SP";"ESPIRITO SANTO DO PINHAL";"ESPIRITO SANTO DO PINHAL (SP)";2015
"SP-ESPIRITO SANTO DO TURVO";0;0;0;0;0;0;0;0;"SP";"ESPIRITO SANTO DO TURVO";"ESPIRITO SANTO DO TURVO (SP)";2015
"SP-ESTRELA D OESTE";0;0;0;0;0;0;0;0;"SP";"ESTRELA D OESTE";"ESTRELA D OESTE (SP)";2015
"SP-ESTRELA DO NORTE";0;0;0;0;0;0;0;0;"SP";"ESTRELA DO NORTE";"ESTRELA DO NORTE (SP)";2015
"SP-EUCLIDES DA CUNHA PAULISTA";0;0;0;0;0;0;0;0;"SP";"EUCLIDES DA CUNHA PAULISTA";"EUCLIDES DA CUNHA PAULISTA (SP)";2015
"SP-FARTURA";0;0;0;0;0;0;0;0;"SP";"FARTURA";"FARTURA (SP)";2015
"SP-FERNANDOPOLIS";0;0;0;0;0;0;0;0;"SP";"FERNANDOPOLIS";"FERNANDOPOLIS (SP)";2015
"SP-FERNANDO PRESTES";0;0;0;0;0;0;0;0;"SP";"FERNANDO PRESTES";"FERNANDO PRESTES (SP)";2015
"SP-FERNAO";0;0;0;0;0;0;0;0;"SP";"FERNAO";"FERNAO (SP)";2015
"SP-FERRAZ DE VASCONCELOS";0;0;0;0;0;0;0;0;"SP";"FERRAZ DE VASCONCELOS";"FERRAZ DE VASCONCELOS (SP)";2015
"SP-FLORA RICA";0;0;0;0;0;0;0;0;"SP";"FLORA RICA";"FLORA RICA (SP)";2015
"SP-FLOREAL";0;0;0;0;0;0;0;0;"SP";"FLOREAL";"FLOREAL (SP)";2015
"SP-FLORIDA PAULISTA";0;0;0;0;0;0;0;0;"SP";"FLORIDA PAULISTA";"FLORIDA PAULISTA (SP)";2015
"SP-FLORINIA";0;0;0;0;0;40155.2999999933;0;40155.2999999933;"SP";"FLORINIA";"FLORINIA (SP)";2015
"SP-FRANCA";0;0;0;0;0;0;0;0;"SP";"FRANCA";"FRANCA (SP)";2015
"SP-FRANCISCO MORATO";0;0;0;0;0;0;0;0;"SP";"FRANCISCO MORATO";"FRANCISCO MORATO (SP)";2015
"SP-FRANCO DA ROCHA";0;0;0;0;0;0;0;0;"SP";"FRANCO DA ROCHA";"FRANCO DA ROCHA (SP)";2015
"SP-GABRIEL MONTEIRO";0;0;0;0;0;0;0;0;"SP";"GABRIEL MONTEIRO";"GABRIEL MONTEIRO (SP)";2015
"SP-GALIA";0;0;0;0;0;0;0;0;"SP";"GALIA";"GALIA (SP)";2015
"SP-GARCA";0;0;0;0;0;0;0;0;"SP";"GARCA";"GARCA (SP)";2015
"SP-GASTAO VIDIGAL";0;0;0;0;0;0;0;0;"SP";"GASTAO VIDIGAL";"GASTAO VIDIGAL (SP)";2015
"SP-GAVIAO PEIXOTO";0;0;0;0;0;0;0;0;"SP";"GAVIAO PEIXOTO";"GAVIAO PEIXOTO (SP)";2015
"SP-GENERAL SALGADO";0;0;0;0;0;0;0;0;"SP";"GENERAL SALGADO";"GENERAL SALGADO (SP)";2015
"SP-GETULINA";0;0;0;0;0;0;0;0;"SP";"GETULINA";"GETULINA (SP)";2015
"SP-GLICERIO";0;0;0;0;0;0;0;0;"SP";"GLICERIO";"GLICERIO (SP)";2015
"SP-GUAICARA";0;0;0;0;0;0;0;0;"SP";"GUAICARA";"GUAICARA (SP)";2015
"SP-GUAIMBE";0;0;0;0;0;0;0;0;"SP";"GUAIMBE";"GUAIMBE (SP)";2015
"SP-GUAIRA";0;0;0;0;0;6855.36999999732;0;6855.36999999732;"SP";"GUAIRA";"GUAIRA (SP)";2015
"SP-GUAPIACU";0;0;0;0;0;0;0;0;"SP";"GUAPIACU";"GUAPIACU (SP)";2015
"SP-GUAPIARA";0;0;0;0;0;0;0;0;"SP";"GUAPIARA";"GUAPIARA (SP)";2015
"SP-GUARA";0;0;0;0;0;0;0;0;"SP";"GUARA";"GUARA (SP)";2015
"SP-GUARACAI";0;0;0;0;0;0;0;0;"SP";"GUARACAI";"GUARACAI (SP)";2015
"SP-GUARACI";0;0;0;0;0;0;0;0;"SP";"GUARACI";"GUARACI (SP)";2015
"SP-GUARANI D OESTE";0;0;0;0;0;0;0;0;"SP";"GUARANI D OESTE";"GUARANI D OESTE (SP)";2015
"SP-GUARANTA";0;0;0;0;0;0;0;0;"SP";"GUARANTA";"GUARANTA (SP)";2015
"SP-GUARARAPES";0;0;0;0;0;0;0;0;"SP";"GUARARAPES";"GUARARAPES (SP)";2015
"SP-GUARAREMA";0;0;0;0;0;0;0;0;"SP";"GUARAREMA";"GUARAREMA (SP)";2015
"SP-GUARATINGUETA";0;0;0;0;0;0;0;0;"SP";"GUARATINGUETA";"GUARATINGUETA (SP)";2015
"SP-GUAREI";0;0;0;0;0;0;0;0;"SP";"GUAREI";"GUAREI (SP)";2015
"SP-GUARIBA";0;0;0;0;0;0;0;0;"SP";"GUARIBA";"GUARIBA (SP)";2015
"SP-GUARUJA";0;0;0;0;0;0;0;0;"SP";"GUARUJA";"GUARUJA (SP)";2015
"SP-GUARULHOS";0;0;0;0;0;0;0;0;"SP";"GUARULHOS";"GUARULHOS (SP)";2015
"SP-GUATAPARA";0;0;0;0;0;0;0;0;"SP";"GUATAPARA";"GUATAPARA (SP)";2015
"SP-GUZOLANDIA";0;0;0;0;0;0;0;0;"SP";"GUZOLANDIA";"GUZOLANDIA (SP)";2015
"SP-HERCULANDIA";0;0;0;0;24518.2500000019;0;0;24518.2500000019;"SP";"HERCULANDIA";"HERCULANDIA (SP)";2015
"SP-HOLAMBRA";0;0;0;0;0;0;0;0;"SP";"HOLAMBRA";"HOLAMBRA (SP)";2015
"SP-HORTOLANDIA";0;0;0;0;0;0;0;0;"SP";"HORTOLANDIA";"HORTOLANDIA (SP)";2015
"SP-IACANGA";0;0;0;0;0;0;0;0;"SP";"IACANGA";"IACANGA (SP)";2015
"SP-IACRI";0;0;0;0;0;0;0;0;"SP";"IACRI";"IACRI (SP)";2015
"SP-IARAS";0;0;0;0;0;0;0;0;"SP";"IARAS";"IARAS (SP)";2015
"SP-IBATE";0;0;0;0;0;0;0;0;"SP";"IBATE";"IBATE (SP)";2015
"SP-IBIRA";0;0;0;0;0;0;0;0;"SP";"IBIRA";"IBIRA (SP)";2015
"SP-IBIRAREMA";0;0;0;0;0;47632.0799999963;0;47632.0799999963;"SP";"IBIRAREMA";"IBIRAREMA (SP)";2015
"SP-IBITINGA";0;0;0;0;0;0;0;0;"SP";"IBITINGA";"IBITINGA (SP)";2015
"SP-IBIUNA";0;0;0;0;0;0;0;0;"SP";"IBIUNA";"IBIUNA (SP)";2015
"SP-ICEM";0;0;0;0;0;0;0;0;"SP";"ICEM";"ICEM (SP)";2015
"SP-IEPE";0;0;0;0;0;5905.53999999911;0;5905.53999999911;"SP";"IEPE";"IEPE (SP)";2015
"SP-IGARACU DO TIETE";0;0;0;0;0;0;0;0;"SP";"IGARACU DO TIETE";"IGARACU DO TIETE (SP)";2015
"SP-IGARAPAVA";0;0;0;0;0;0;0;0;"SP";"IGARAPAVA";"IGARAPAVA (SP)";2015
"SP-IGARATA";0;0;0;0;0;0;0;0;"SP";"IGARATA";"IGARATA (SP)";2015
"SP-IGUAPE";0;0;0;0;0;0;0;0;"SP";"IGUAPE";"IGUAPE (SP)";2015
"SP-ILHABELA";0;0;0;0;0;0;0;0;"SP";"ILHABELA";"ILHABELA (SP)";2015
"SP-ILHA COMPRIDA";0;0;0;0;0;0;0;0;"SP";"ILHA COMPRIDA";"ILHA COMPRIDA (SP)";2015
"SP-ILHA SOLTEIRA";0;0;0;0;0;0;0;0;"SP";"ILHA SOLTEIRA";"ILHA SOLTEIRA (SP)";2015
"SP-INDAIATUBA";0;0;0;0;0;0;0;0;"SP";"INDAIATUBA";"INDAIATUBA (SP)";2015
"SP-INDIANA";0;0;0;0;0;0;0;0;"SP";"INDIANA";"INDIANA (SP)";2015
"SP-INDIAPORA";0;0;0;0;0;0;0;0;"SP";"INDIAPORA";"INDIAPORA (SP)";2015
"SP-INUBIA PAULISTA";0;0;0;0;0;0;0;0;"SP";"INUBIA PAULISTA";"INUBIA PAULISTA (SP)";2015
"SP-IPAUSSU";0;0;0;0;0;0;0;0;"SP";"IPAUSSU";"IPAUSSU (SP)";2015
