"Município";"PRODUTOR.DA.CULTURA.DE.DENDE";"PRODUTOR.DA.CULTURA.DE.MAMONA";"PRODUTOR.DA.CULTURA.DE.SOJA";"TRABALHADOR.NA.CULTURA.DE.DENDE";"TRABALHADOR.NA.CULTURA.DE.MAMONA";"TRABALHADOR.NA.CULTURA.DE.SOJA";"TRABALHADOR.NA.CULTURA.DO.GIRASSOL";"Total";"Estado";"Mun";"chave";"ano"
"SP-IPERO";0;0;0;0;0;0;0;0;"SP";"IPERO";"IPERO (SP)";2015
"SP-IPEUNA";0;0;0;0;0;0;0;0;"SP";"IPEUNA";"IPEUNA (SP)";2015
"SP-IPIGUA";0;0;0;0;0;0;0;0;"SP";"IPIGUA";"IPIGUA (SP)";2015
"SP-IPORANGA";0;0;0;0;0;0;0;0;"SP";"IPORANGA";"IPORANGA (SP)";2015
"SP-IPUA";0;0;0;0;0;2743.08999999985;0;2743.08999999985;"SP";"IPUA";"IPUA (SP)";2015
"SP-IRACEMAPOLIS";0;0;0;0;0;0;0;0;"SP";"IRACEMAPOLIS";"IRACEMAPOLIS (SP)";2015
"SP-IRAPUA";0;0;0;0;0;0;0;0;"SP";"IRAPUA";"IRAPUA (SP)";2015
"SP-IRAPURU";0;0;0;0;0;0;0;0;"SP";"IRAPURU";"IRAPURU (SP)";2015
"SP-ITABERA";0;0;0;0;0;0;0;0;"SP";"ITABERA";"ITABERA (SP)";2015
"SP-ITAI";0;0;0;0;0;0;0;0;"SP";"ITAI";"ITAI (SP)";2015
"SP-ITAJOBI";0;0;0;0;0;0;0;0;"SP";"ITAJOBI";"ITAJOBI (SP)";2015
"SP-ITAJU";0;0;0;0;0;0;0;0;"SP";"ITAJU";"ITAJU (SP)";2015
"SP-ITANHAEM";0;0;0;0;0;0;0;0;"SP";"ITANHAEM";"ITANHAEM (SP)";2015
"SP-ITAOCA";0;0;0;0;0;0;0;0;"SP";"ITAOCA";"ITAOCA (SP)";2015
"SP-ITAPECERICA DA SERRA";0;0;0;0;0;0;0;0;"SP";"ITAPECERICA DA SERRA";"ITAPECERICA DA SERRA (SP)";2015
"SP-ITAPETININGA";0;0;0;0;0;0;0;0;"SP";"ITAPETININGA";"ITAPETININGA (SP)";2015
"SP-ITAPEVA";0;0;0;0;0;0;0;0;"SP";"ITAPEVA";"ITAPEVA (SP)";2015
"SP-ITAPEVI";0;0;0;0;0;0;0;0;"SP";"ITAPEVI";"ITAPEVI (SP)";2015
"SP-ITAPIRA";0;0;0;0;0;0;0;0;"SP";"ITAPIRA";"ITAPIRA (SP)";2015
"SP-ITAPIRAPUA PAULISTA";0;0;0;0;0;0;0;0;"SP";"ITAPIRAPUA PAULISTA";"ITAPIRAPUA PAULISTA (SP)";2015
"SP-ITAPOLIS";0;0;0;0;0;0;0;0;"SP";"ITAPOLIS";"ITAPOLIS (SP)";2015
"SP-ITAPORANGA";0;0;0;0;0;0;0;0;"SP";"ITAPORANGA";"ITAPORANGA (SP)";2015
"SP-ITAPUI";0;0;0;0;0;0;0;0;"SP";"ITAPUI";"ITAPUI (SP)";2015
"SP-ITAPURA";0;0;0;0;0;0;0;0;"SP";"ITAPURA";"ITAPURA (SP)";2015
"SP-ITAQUAQUECETUBA";0;0;0;0;0;0;0;0;"SP";"ITAQUAQUECETUBA";"ITAQUAQUECETUBA (SP)";2015
"SP-ITARARE";0;0;0;0;0;0;0;0;"SP";"ITARARE";"ITARARE (SP)";2015
"SP-ITARIRI";0;0;0;0;0;0;0;0;"SP";"ITARIRI";"ITARIRI (SP)";2015
"SP-ITATIBA";0;0;0;0;0;0;0;0;"SP";"ITATIBA";"ITATIBA (SP)";2015
"SP-ITATINGA";0;0;0;0;0;0;0;0;"SP";"ITATINGA";"ITATINGA (SP)";2015
"SP-ITIRAPINA";0;0;0;0;0;0;0;0;"SP";"ITIRAPINA";"ITIRAPINA (SP)";2015
"SP-ITIRAPUA";0;0;0;0;0;0;0;0;"SP";"ITIRAPUA";"ITIRAPUA (SP)";2015
"SP-ITOBI";0;0;0;0;0;0;0;0;"SP";"ITOBI";"ITOBI (SP)";2015
"SP-ITU";0;0;0;0;0;0;0;0;"SP";"ITU";"ITU (SP)";2015
"SP-ITUPEVA";0;0;0;0;0;0;0;0;"SP";"ITUPEVA";"ITUPEVA (SP)";2015
"SP-ITUVERAVA";0;0;0;0;0;0;0;0;"SP";"ITUVERAVA";"ITUVERAVA (SP)";2015
"SP-JABORANDI";0;0;0;0;0;0;0;0;"SP";"JABORANDI";"JABORANDI (SP)";2015
"SP-JABOTICABAL";0;0;0;0;0;0;0;0;"SP";"JABOTICABAL";"JABOTICABAL (SP)";2015
"SP-JACAREI";0;0;0;0;0;0;0;0;"SP";"JACAREI";"JACAREI (SP)";2015
"SP-JACI";0;0;0;0;0;0;0;0;"SP";"JACI";"JACI (SP)";2015
"SP-JACUPIRANGA";0;0;0;0;0;0;0;0;"SP";"JACUPIRANGA";"JACUPIRANGA (SP)";2015
"SP-JAGUARIUNA";0;0;0;0;0;0;0;0;"SP";"JAGUARIUNA";"JAGUARIUNA (SP)";2015
"SP-JALES";0;0;0;0;0;0;0;0;"SP";"JALES";"JALES (SP)";2015
"SP-JAMBEIRO";0;0;0;0;0;0;0;0;"SP";"JAMBEIRO";"JAMBEIRO (SP)";2015
"SP-JANDIRA";0;0;0;0;0;0;0;0;"SP";"JANDIRA";"JANDIRA (SP)";2015
"SP-JARDINOPOLIS";0;0;0;0;0;0;0;0;"SP";"JARDINOPOLIS";"JARDINOPOLIS (SP)";2015
"SP-JARINU";0;0;0;0;0;0;0;0;"SP";"JARINU";"JARINU (SP)";2015
"SP-JAU";0;0;0;0;0;0;0;0;"SP";"JAU";"JAU (SP)";2015
"SP-JERIQUARA";0;0;0;0;0;0;0;0;"SP";"JERIQUARA";"JERIQUARA (SP)";2015
"SP-JOANOPOLIS";0;0;0;0;0;0;0;0;"SP";"JOANOPOLIS";"JOANOPOLIS (SP)";2015
"SP-JOAO RAMALHO";0;0;0;0;0;0;0;0;"SP";"JOAO RAMALHO";"JOAO RAMALHO (SP)";2015
"SP-JOSE BONIFACIO";0;0;0;0;0;0;0;0;"SP";"JOSE BONIFACIO";"JOSE BONIFACIO (SP)";2015
"SP-JULIO MESQUITA";0;0;0;0;0;0;0;0;"SP";"JULIO MESQUITA";"JULIO MESQUITA (SP)";2015
"SP-JUMIRIM";0;0;0;0;0;0;0;0;"SP";"JUMIRIM";"JUMIRIM (SP)";2015
"SP-JUNDIAI";0;0;0;0;0;0;0;0;"SP";"JUNDIAI";"JUNDIAI (SP)";2015
"SP-JUNQUEIROPOLIS";0;0;0;0;0;0;0;0;"SP";"JUNQUEIROPOLIS";"JUNQUEIROPOLIS (SP)";2015
"SP-JUQUIA";0;0;0;0;0;0;0;0;"SP";"JUQUIA";"JUQUIA (SP)";2015
"SP-JUQUITIBA";0;0;0;0;0;0;0;0;"SP";"JUQUITIBA";"JUQUITIBA (SP)";2015
"SP-LAGOINHA";0;0;0;0;0;0;0;0;"SP";"LAGOINHA";"LAGOINHA (SP)";2015
"SP-LARANJAL PAULISTA";0;0;0;0;0;0;0;0;"SP";"LARANJAL PAULISTA";"LARANJAL PAULISTA (SP)";2015
"SP-LAVINIA";0;0;0;0;0;0;0;0;"SP";"LAVINIA";"LAVINIA (SP)";2015
"SP-LAVRINHAS";0;0;0;0;0;0;0;0;"SP";"LAVRINHAS";"LAVRINHAS (SP)";2015
"SP-LEME";0;0;0;0;0;0;0;0;"SP";"LEME";"LEME (SP)";2015
"SP-LENCOIS PAULISTA";0;0;0;0;0;0;0;0;"SP";"LENCOIS PAULISTA";"LENCOIS PAULISTA (SP)";2015
"SP-LIMEIRA";0;0;0;0;0;0;0;0;"SP";"LIMEIRA";"LIMEIRA (SP)";2015
"SP-LINDOIA";0;0;0;0;0;0;0;0;"SP";"LINDOIA";"LINDOIA (SP)";2015
"SP-LINS";0;0;0;0;0;0;0;0;"SP";"LINS";"LINS (SP)";2015
"SP-LORENA";0;0;0;0;0;0;0;0;"SP";"LORENA";"LORENA (SP)";2015
"SP-LOURDES";0;0;0;0;0;0;0;0;"SP";"LOURDES";"LOURDES (SP)";2015
"SP-LOUVEIRA";0;0;0;0;0;0;0;0;"SP";"LOUVEIRA";"LOUVEIRA (SP)";2015
"SP-LUCELIA";0;0;0;0;0;0;0;0;"SP";"LUCELIA";"LUCELIA (SP)";2015
"SP-LUCIANOPOLIS";0;0;0;0;0;0;0;0;"SP";"LUCIANOPOLIS";"LUCIANOPOLIS (SP)";2015
"SP-LUIS ANTONIO";0;0;0;0;0;0;0;0;"SP";"LUIS ANTONIO";"LUIS ANTONIO (SP)";2015
"SP-LUIZIANIA";0;0;0;0;0;0;0;0;"SP";"LUIZIANIA";"LUIZIANIA (SP)";2015
"SP-LUPERCIO";0;0;0;0;0;0;0;0;"SP";"LUPERCIO";"LUPERCIO (SP)";2015
"SP-LUTECIA";0;0;0;0;0;0;0;0;"SP";"LUTECIA";"LUTECIA (SP)";2015
"SP-MACATUBA";0;0;0;0;0;0;0;0;"SP";"MACATUBA";"MACATUBA (SP)";2015
"SP-MACAUBAL";0;0;0;0;0;0;0;0;"SP";"MACAUBAL";"MACAUBAL (SP)";2015
"SP-MACEDONIA";0;0;0;0;0;0;0;0;"SP";"MACEDONIA";"MACEDONIA (SP)";2015
"SP-MAGDA";0;0;0;0;0;0;0;0;"SP";"MAGDA";"MAGDA (SP)";2015
"SP-MAIRINQUE";0;0;0;0;0;0;0;0;"SP";"MAIRINQUE";"MAIRINQUE (SP)";2015
"SP-MAIRIPORA";0;0;0;0;0;0;0;0;"SP";"MAIRIPORA";"MAIRIPORA (SP)";2015
"SP-MANDURI";0;0;0;0;0;0;0;0;"SP";"MANDURI";"MANDURI (SP)";2015
"SP-MARABA PAULISTA";0;0;0;0;0;0;0;0;"SP";"MARABA PAULISTA";"MARABA PAULISTA (SP)";2015
"SP-MARACAI";0;0;0;0;0;74532.8999999966;0;74532.8999999966;"SP";"MARACAI";"MARACAI (SP)";2015
"SP-MARAPOAMA";0;0;0;0;0;0;0;0;"SP";"MARAPOAMA";"MARAPOAMA (SP)";2015
"SP-MARIAPOLIS";0;0;0;0;0;0;0;0;"SP";"MARIAPOLIS";"MARIAPOLIS (SP)";2015
"SP-MARILIA";0;0;0;0;0;0;0;0;"SP";"MARILIA";"MARILIA (SP)";2015
"SP-MARINOPOLIS";0;0;0;0;0;0;0;0;"SP";"MARINOPOLIS";"MARINOPOLIS (SP)";2015
"SP-MARTINOPOLIS";0;0;0;0;4280.65000000224;3093.55000000075;0;7374.20000000298;"SP";"MARTINOPOLIS";"MARTINOPOLIS (SP)";2015
"SP-MATAO";0;0;0;0;0;0;0;0;"SP";"MATAO";"MATAO (SP)";2015
"SP-MAUA";0;0;0;0;0;0;0;0;"SP";"MAUA";"MAUA (SP)";2015
"SP-MENDONCA";0;0;0;0;0;0;0;0;"SP";"MENDONCA";"MENDONCA (SP)";2015
"SP-MERIDIANO";0;0;0;0;0;0;0;0;"SP";"MERIDIANO";"MERIDIANO (SP)";2015
"SP-MESOPOLIS";0;0;0;0;0;0;0;0;"SP";"MESOPOLIS";"MESOPOLIS (SP)";2015
"SP-MIGUELOPOLIS";0;0;0;0;0;14106.4699999969;0;14106.4699999969;"SP";"MIGUELOPOLIS";"MIGUELOPOLIS (SP)";2015
"SP-MINEIROS DO TIETE";0;0;0;0;0;0;0;0;"SP";"MINEIROS DO TIETE";"MINEIROS DO TIETE (SP)";2015
"SP-MIRACATU";0;0;0;0;0;0;0;0;"SP";"MIRACATU";"MIRACATU (SP)";2015
"SP-MIRA ESTRELA";0;0;0;0;0;0;0;0;"SP";"MIRA ESTRELA";"MIRA ESTRELA (SP)";2015
"SP-MIRANDOPOLIS";0;0;0;0;0;0;0;0;"SP";"MIRANDOPOLIS";"MIRANDOPOLIS (SP)";2015
"SP-MIRANTE DO PARANAPANEMA";0;0;0;0;0;0;0;0;"SP";"MIRANTE DO PARANAPANEMA";"MIRANTE DO PARANAPANEMA (SP)";2015
"SP-MIRASSOL";0;0;0;0;0;0;0;0;"SP";"MIRASSOL";"MIRASSOL (SP)";2015
"SP-MIRASSOLANDIA";0;0;0;0;0;0;0;0;"SP";"MIRASSOLANDIA";"MIRASSOLANDIA (SP)";2015
"SP-MOCOCA";0;0;0;0;0;0;0;0;"SP";"MOCOCA";"MOCOCA (SP)";2015
"SP-MOGI DAS CRUZES";0;0;0;0;0;0;0;0;"SP";"MOGI DAS CRUZES";"MOGI DAS CRUZES (SP)";2015
"SP-MOGI GUACU";0;0;0;0;0;0;0;0;"SP";"MOGI GUACU";"MOGI GUACU (SP)";2015
"SP-MOGI MIRIM";0;0;0;0;0;0;0;0;"SP";"MOGI MIRIM";"MOGI MIRIM (SP)";2015
"SP-MOMBUCA";0;0;0;0;0;0;0;0;"SP";"MOMBUCA";"MOMBUCA (SP)";2015
"SP-MONCOES";0;0;0;0;0;0;0;0;"SP";"MONCOES";"MONCOES (SP)";2015
"SP-MONGAGUA";0;0;0;0;0;0;0;0;"SP";"MONGAGUA";"MONGAGUA (SP)";2015
"SP-MONTE ALEGRE DO SUL";0;0;0;0;0;0;0;0;"SP";"MONTE ALEGRE DO SUL";"MONTE ALEGRE DO SUL (SP)";2015
"SP-MONTE ALTO";0;0;0;0;0;0;0;0;"SP";"MONTE ALTO";"MONTE ALTO (SP)";2015
"SP-MONTE APRAZIVEL";0;0;0;0;0;0;0;0;"SP";"MONTE APRAZIVEL";"MONTE APRAZIVEL (SP)";2015
"SP-MONTE AZUL PAULISTA";0;0;0;0;0;0;0;0;"SP";"MONTE AZUL PAULISTA";"MONTE AZUL PAULISTA (SP)";2015
"SP-MONTE CASTELO";0;0;0;0;0;0;0;0;"SP";"MONTE CASTELO";"MONTE CASTELO (SP)";2015
"SP-MONTEIRO LOBATO";0;0;0;0;0;0;0;0;"SP";"MONTEIRO LOBATO";"MONTEIRO LOBATO (SP)";2015
"SP-MONTE MOR";0;0;0;0;0;0;0;0;"SP";"MONTE MOR";"MONTE MOR (SP)";2015
"SP-MORRO AGUDO";0;0;0;0;0;0;0;0;"SP";"MORRO AGUDO";"MORRO AGUDO (SP)";2015
"SP-MORUNGABA";0;0;0;0;0;0;0;0;"SP";"MORUNGABA";"MORUNGABA (SP)";2015
"SP-MOTUCA";0;0;0;0;0;0;0;0;"SP";"MOTUCA";"MOTUCA (SP)";2015
"SP-MURUTINGA DO SUL";0;0;0;0;0;0;0;0;"SP";"MURUTINGA DO SUL";"MURUTINGA DO SUL (SP)";2015
"SP-NANTES";0;0;0;0;0;0;0;0;"SP";"NANTES";"NANTES (SP)";2015
"SP-NARANDIBA";0;0;0;0;0;0;0;0;"SP";"NARANDIBA";"NARANDIBA (SP)";2015
"SP-NATIVIDADE DA SERRA";0;0;0;0;0;0;0;0;"SP";"NATIVIDADE DA SERRA";"NATIVIDADE DA SERRA (SP)";2015
"SP-NAZARE PAULISTA";0;0;0;0;0;0;0;0;"SP";"NAZARE PAULISTA";"NAZARE PAULISTA (SP)";2015
"SP-NEVES PAULISTA";0;0;0;0;0;0;0;0;"SP";"NEVES PAULISTA";"NEVES PAULISTA (SP)";2015
"SP-NHANDEARA";0;0;0;0;0;0;0;0;"SP";"NHANDEARA";"NHANDEARA (SP)";2015
"SP-NIPOA";0;0;0;0;0;0;0;0;"SP";"NIPOA";"NIPOA (SP)";2015
"SP-NOVA ALIANCA";0;0;0;0;0;0;0;0;"SP";"NOVA ALIANCA";"NOVA ALIANCA (SP)";2015
"SP-NOVA CAMPINA";0;0;0;0;0;0;0;0;"SP";"NOVA CAMPINA";"NOVA CAMPINA (SP)";2015
"SP-NOVA CANAA PAULISTA";0;0;0;0;0;0;0;0;"SP";"NOVA CANAA PAULISTA";"NOVA CANAA PAULISTA (SP)";2015
"SP-NOVA CASTILHO";0;0;0;0;0;0;0;0;"SP";"NOVA CASTILHO";"NOVA CASTILHO (SP)";2015
"SP-NOVA EUROPA";0;0;0;0;0;0;0;0;"SP";"NOVA EUROPA";"NOVA EUROPA (SP)";2015
"SP-NOVA GRANADA";0;0;0;0;0;0;0;0;"SP";"NOVA GRANADA";"NOVA GRANADA (SP)";2015
"SP-NOVA GUATAPORANGA";0;0;0;0;0;0;0;0;"SP";"NOVA GUATAPORANGA";"NOVA GUATAPORANGA (SP)";2015
"SP-NOVA INDEPENDENCIA";0;0;0;0;0;0;0;0;"SP";"NOVA INDEPENDENCIA";"NOVA INDEPENDENCIA (SP)";2015
"SP-NOVAIS";0;0;0;0;0;0;0;0;"SP";"NOVAIS";"NOVAIS (SP)";2015
"SP-NOVA LUZITANIA";0;0;0;0;0;0;0;0;"SP";"NOVA LUZITANIA";"NOVA LUZITANIA (SP)";2015
"SP-NOVA ODESSA";0;0;0;0;0;0;0;0;"SP";"NOVA ODESSA";"NOVA ODESSA (SP)";2015
"SP-NOVO HORIZONTE";0;0;0;0;0;0;0;0;"SP";"NOVO HORIZONTE";"NOVO HORIZONTE (SP)";2015
"SP-NUPORANGA";0;0;0;0;0;0;0;0;"SP";"NUPORANGA";"NUPORANGA (SP)";2015
"SP-OCAUCU";0;0;0;0;0;0;0;0;"SP";"OCAUCU";"OCAUCU (SP)";2015
"SP-OLEO";0;0;0;0;0;0;0;0;"SP";"OLEO";"OLEO (SP)";2015
"SP-OLIMPIA";0;0;0;0;0;0;0;0;"SP";"OLIMPIA";"OLIMPIA (SP)";2015
"SP-ONDA VERDE";0;0;0;0;0;0;0;0;"SP";"ONDA VERDE";"ONDA VERDE (SP)";2015
"SP-ORIENTE";0;0;0;0;0;0;0;0;"SP";"ORIENTE";"ORIENTE (SP)";2015
"SP-ORINDIUVA";0;0;0;0;0;0;0;0;"SP";"ORINDIUVA";"ORINDIUVA (SP)";2015
"SP-ORLANDIA";0;0;0;0;0;0;0;0;"SP";"ORLANDIA";"ORLANDIA (SP)";2015
"SP-OSASCO";0;0;0;0;0;0;0;0;"SP";"OSASCO";"OSASCO (SP)";2015
"SP-OSCAR BRESSANE";0;0;0;0;0;0;0;0;"SP";"OSCAR BRESSANE";"OSCAR BRESSANE (SP)";2015
"SP-OSVALDO CRUZ";0;0;0;0;0;0;0;0;"SP";"OSVALDO CRUZ";"OSVALDO CRUZ (SP)";2015
"SP-OURINHOS";0;0;0;0;0;0;0;0;"SP";"OURINHOS";"OURINHOS (SP)";2015
"SP-OUROESTE";0;0;0;0;0;0;0;0;"SP";"OUROESTE";"OUROESTE (SP)";2015
"SP-OURO VERDE";0;0;0;0;0;0;0;0;"SP";"OURO VERDE";"OURO VERDE (SP)";2015
"SP-PACAEMBU";0;0;0;0;0;0;0;0;"SP";"PACAEMBU";"PACAEMBU (SP)";2015
"SP-PALESTINA";0;0;0;0;0;0;0;0;"SP";"PALESTINA";"PALESTINA (SP)";2015
"SP-PALMARES PAULISTA";0;0;0;0;0;0;0;0;"SP";"PALMARES PAULISTA";"PALMARES PAULISTA (SP)";2015
"SP-PALMEIRA D OESTE";0;0;0;0;0;0;0;0;"SP";"PALMEIRA D OESTE";"PALMEIRA D OESTE (SP)";2015
"SP-PALMITAL";0;0;0;0;0;18742.3999999966;0;18742.3999999966;"SP";"PALMITAL";"PALMITAL (SP)";2015
"SP-PANORAMA";0;0;0;0;0;0;0;0;"SP";"PANORAMA";"PANORAMA (SP)";2015
"SP-PARAGUACU PAULISTA";0;0;0;0;0;0;0;0;"SP";"PARAGUACU PAULISTA";"PARAGUACU PAULISTA (SP)";2015
"SP-PARAIBUNA";0;0;0;0;0;0;0;0;"SP";"PARAIBUNA";"PARAIBUNA (SP)";2015
"SP-PARAISO";0;0;0;0;0;0;0;0;"SP";"PARAISO";"PARAISO (SP)";2015
"SP-PARANAPANEMA";0;0;0;0;0;0;0;0;"SP";"PARANAPANEMA";"PARANAPANEMA (SP)";2015
"SP-PARANAPUA";0;0;0;0;0;0;0;0;"SP";"PARANAPUA";"PARANAPUA (SP)";2015
"SP-PARAPUA";0;0;0;0;0;0;0;0;"SP";"PARAPUA";"PARAPUA (SP)";2015
"SP-PARDINHO";0;0;0;0;0;0;0;0;"SP";"PARDINHO";"PARDINHO (SP)";2015
"SP-PARIQUERA-ACU";0;0;0;0;0;0;0;0;"SP";"PARIQUERA-ACU";"PARIQUERA-ACU (SP)";2015
"SP-PARISI";0;0;0;0;0;0;0;0;"SP";"PARISI";"PARISI (SP)";2015
"SP-PATROCINIO PAULISTA";0;0;0;0;0;0;0;0;"SP";"PATROCINIO PAULISTA";"PATROCINIO PAULISTA (SP)";2015
"SP-PAULICEIA";0;0;0;0;0;0;0;0;"SP";"PAULICEIA";"PAULICEIA (SP)";2015
"SP-PAULINIA";0;0;0;0;0;0;0;0;"SP";"PAULINIA";"PAULINIA (SP)";2015
"SP-PAULISTANIA";0;0;0;0;0;0;0;0;"SP";"PAULISTANIA";"PAULISTANIA (SP)";2015
"SP-PAULO DE FARIA";0;0;0;0;0;0;0;0;"SP";"PAULO DE FARIA";"PAULO DE FARIA (SP)";2015
"SP-PEDERNEIRAS";0;0;0;0;0;0;0;0;"SP";"PEDERNEIRAS";"PEDERNEIRAS (SP)";2015
"SP-PEDRA BELA";0;0;0;0;0;0;0;0;"SP";"PEDRA BELA";"PEDRA BELA (SP)";2015
"SP-PEDRANOPOLIS";0;0;0;0;0;0;0;0;"SP";"PEDRANOPOLIS";"PEDRANOPOLIS (SP)";2015
"SP-PEDREGULHO";0;0;0;0;0;0;0;0;"SP";"PEDREGULHO";"PEDREGULHO (SP)";2015
"SP-PEDREIRA";0;0;0;0;0;0;0;0;"SP";"PEDREIRA";"PEDREIRA (SP)";2015
"SP-PEDRINHAS PAULISTA";0;0;0;0;0;0;0;0;"SP";"PEDRINHAS PAULISTA";"PEDRINHAS PAULISTA (SP)";2015
"SP-PEDRO DE TOLEDO";0;0;0;0;0;0;0;0;"SP";"PEDRO DE TOLEDO";"PEDRO DE TOLEDO (SP)";2015
"SP-PENAPOLIS";0;0;0;0;0;0;0;0;"SP";"PENAPOLIS";"PENAPOLIS (SP)";2015
"SP-PEREIRA BARRETO";0;0;0;0;0;0;0;0;"SP";"PEREIRA BARRETO";"PEREIRA BARRETO (SP)";2015
"SP-PEREIRAS";0;0;0;0;0;0;0;0;"SP";"PEREIRAS";"PEREIRAS (SP)";2015
"SP-PERUIBE";0;0;0;0;0;0;0;0;"SP";"PERUIBE";"PERUIBE (SP)";2015
"SP-PIACATU";0;0;0;0;0;0;0;0;"SP";"PIACATU";"PIACATU (SP)";2015
"SP-PIEDADE";0;0;0;0;0;0;0;0;"SP";"PIEDADE";"PIEDADE (SP)";2015
"SP-PILAR DO SUL";0;0;0;0;0;0;0;0;"SP";"PILAR DO SUL";"PILAR DO SUL (SP)";2015
"SP-PINDAMONHANGABA";0;0;0;0;0;0;0;0;"SP";"PINDAMONHANGABA";"PINDAMONHANGABA (SP)";2015
"SP-PINDORAMA";0;0;0;0;0;0;0;0;"SP";"PINDORAMA";"PINDORAMA (SP)";2015
"SP-PINHALZINHO";0;0;0;0;0;0;0;0;"SP";"PINHALZINHO";"PINHALZINHO (SP)";2015
"SP-PIQUEROBI";0;0;0;0;0;0;0;0;"SP";"PIQUEROBI";"PIQUEROBI (SP)";2015
"SP-PIQUETE";0;0;0;0;0;0;0;0;"SP";"PIQUETE";"PIQUETE (SP)";2015
"SP-PIRACAIA";0;0;0;0;0;0;0;0;"SP";"PIRACAIA";"PIRACAIA (SP)";2015
"SP-PIRACICABA";0;0;0;0;0;0;0;0;"SP";"PIRACICABA";"PIRACICABA (SP)";2015
"SP-PIRAJU";0;0;0;0;0;0;0;0;"SP";"PIRAJU";"PIRAJU (SP)";2015
"SP-PIRAJUI";0;0;0;0;0;0;0;0;"SP";"PIRAJUI";"PIRAJUI (SP)";2015
"SP-PIRANGI";0;0;0;0;0;0;0;0;"SP";"PIRANGI";"PIRANGI (SP)";2015
"SP-PIRAPORA DO BOM JESUS";0;0;0;0;0;0;0;0;"SP";"PIRAPORA DO BOM JESUS";"PIRAPORA DO BOM JESUS (SP)";2015
"SP-PIRAPOZINHO";0;0;0;0;0;0;0;0;"SP";"PIRAPOZINHO";"PIRAPOZINHO (SP)";2015
"SP-PIRASSUNUNGA";0;0;0;0;0;0;0;0;"SP";"PIRASSUNUNGA";"PIRASSUNUNGA (SP)";2015
"SP-PIRATININGA";0;0;0;0;0;0;0;0;"SP";"PIRATININGA";"PIRATININGA (SP)";2015
"SP-PITANGUEIRAS";0;0;0;0;0;0;0;0;"SP";"PITANGUEIRAS";"PITANGUEIRAS (SP)";2015
"SP-PLANALTO";0;0;0;0;0;0;0;0;"SP";"PLANALTO";"PLANALTO (SP)";2015
"SP-PLATINA";0;0;0;0;0;3009.58999999985;0;3009.58999999985;"SP";"PLATINA";"PLATINA (SP)";2015
"SP-POA";0;0;0;0;0;0;0;0;"SP";"POA";"POA (SP)";2015
"SP-POLONI";0;0;0;0;0;0;0;0;"SP";"POLONI";"POLONI (SP)";2015
"SP-POMPEIA";0;0;0;0;0;0;0;0;"SP";"POMPEIA";"POMPEIA (SP)";2015
"SP-PONGAI";0;0;0;0;0;0;0;0;"SP";"PONGAI";"PONGAI (SP)";2015
"SP-PONTAL";0;0;0;0;0;0;0;0;"SP";"PONTAL";"PONTAL (SP)";2015
"SP-PONTALINDA";0;0;0;0;0;0;0;0;"SP";"PONTALINDA";"PONTALINDA (SP)";2015
"SP-PONTES GESTAL";0;0;0;0;0;0;0;0;"SP";"PONTES GESTAL";"PONTES GESTAL (SP)";2015
"SP-POPULINA";0;0;0;0;0;0;0;0;"SP";"POPULINA";"POPULINA (SP)";2015
"SP-PORANGABA";0;0;0;0;0;0;0;0;"SP";"PORANGABA";"PORANGABA (SP)";2015
"SP-PORTO FELIZ";0;0;0;0;0;0;0;0;"SP";"PORTO FELIZ";"PORTO FELIZ (SP)";2015
"SP-PORTO FERREIRA";0;0;0;0;0;0;0;0;"SP";"PORTO FERREIRA";"PORTO FERREIRA (SP)";2015
"SP-POTIM";0;0;0;0;0;0;0;0;"SP";"POTIM";"POTIM (SP)";2015
"SP-POTIRENDABA";0;0;0;0;0;0;0;0;"SP";"POTIRENDABA";"POTIRENDABA (SP)";2015
"SP-PRACINHA";0;0;0;0;0;0;0;0;"SP";"PRACINHA";"PRACINHA (SP)";2015
"SP-PRADOPOLIS";0;0;0;0;0;0;0;0;"SP";"PRADOPOLIS";"PRADOPOLIS (SP)";2015
"SP-PRAIA GRANDE";0;0;0;0;0;0;0;0;"SP";"PRAIA GRANDE";"PRAIA GRANDE (SP)";2015
"SP-PRATANIA";0;0;0;0;0;0;0;0;"SP";"PRATANIA";"PRATANIA (SP)";2015
"SP-PRESIDENTE ALVES";0;0;0;0;0;0;0;0;"SP";"PRESIDENTE ALVES";"PRESIDENTE ALVES (SP)";2015
"SP-PRESIDENTE BERNARDES";0;0;0;0;0;0;0;0;"SP";"PRESIDENTE BERNARDES";"PRESIDENTE BERNARDES (SP)";2015
"SP-PRESIDENTE EPITACIO";0;0;0;0;0;0;0;0;"SP";"PRESIDENTE EPITACIO";"PRESIDENTE EPITACIO (SP)";2015
"SP-PRESIDENTE PRUDENTE";0;0;0;0;0;0;0;0;"SP";"PRESIDENTE PRUDENTE";"PRESIDENTE PRUDENTE (SP)";2015
"SP-PRESIDENTE VENCESLAU";0;0;0;0;0;0;0;0;"SP";"PRESIDENTE VENCESLAU";"PRESIDENTE VENCESLAU (SP)";2015
"SP-PROMISSAO";0;0;0;0;0;0;0;0;"SP";"PROMISSAO";"PROMISSAO (SP)";2015
"SP-QUADRA";0;0;0;0;0;0;0;0;"SP";"QUADRA";"QUADRA (SP)";2015
"SP-QUATA";0;0;0;0;0;0;0;0;"SP";"QUATA";"QUATA (SP)";2015
