"cod_mun";"amc";"chave";"estado";"municipio";"polo"
2918605;10203;"JUSSIAPE (BA)";"BA";"Jussiape";"Chapada Diamantina"
2923407;10253;"PALMAS DE MONTE ALTO (BA)";"BA";"Palmas de Monte Alto";"Sertão Produtivo"
2918506;10202;"JUSSARA (BA)";"BA";"Jussara";"Irecê"
2920809;10227;"MARCIONILIO SOUZA (BA)";"BA";"Marcionilio Souza";"Chapada Diamantina"
2918753;10063;"LAGOA REAL (BA)";"BA";"Lagoa Real";"Sertão Produtivo"
2918803;10205;"LAJE (BA)";"BA";"Laje";"Baixo Sul"
2930402;10310;"SERRA PRETA (BA)";"BA";"Serra Preta";"Portal do Sertão"
2919009;10207;"LAJEDINHO (BA)";"BA";"Lajedinho";"Chapada Diamantina"
2919157;10013;"LAPAO (BA)";"BA";"Lapao";"Irecê"
2921054;10230;"MATINA (BA)";"BA";"Matina";"Velho Chico"
2921203;10232;"MIGUEL CALMON (BA)";"BA";"Miguel Calmon";"Chapada Diamantina"
2921609;10236;"MORPARA (BA)";"BA";"Morpara";"Velho Chico"
2922409;10242;"MUTUIPE (BA)";"BA";"Mutuipe";"Baixo Sul"
2921708;10050;"MORRO DO CHAPEU (BA)";"BA";"Morro do Chapeu";"Chapada Diamantina"
2922052;10064;"MULUNGU DO MORRO (BA)";"BA";"Mulungu do Morro";"Chapada Diamantina"
2922201;10241;"MUNIZ FERREIRA (BA)";"BA";"Muniz Ferreira";"Baixo Sul"
2922508;10243;"NAZARE (BA)";"BA";"Nazare";"Baixo Sul"
2922607;10244;"NILO PECANHA (BA)";"BA";"Nilo Pecanha";"Baixo Sul"
2922854;10015;"NOVA REDENCAO (BA)";"BA";"Nova Redencao";"Chapada Diamantina"
2923035;10146;"NOVO HORIZONTE (BA)";"BA";"Novo Horizonte";"Chapada Diamantina"
2922755;10127;"NOVA IBIA (BA)";"BA";"Nova Ibia";"Baixo Sul"
2923209;10251;"OLIVEIRA DOS BREJINHOS (BA)";"BA";"Oliveira dos Brejinhos";"Velho Chico"
2923357;10081;"OUROLANDIA (BA)";"BA";"Ourolandia";"Chapada Diamantina"
2923506;10254;"PALMEIRAS (BA)";"BA";"Palmeiras";"Chapada Diamantina"
2929255;10013;"SAO GABRIEL (BA)";"BA";"Sao Gabriel";"Irecê"
2923704;10256;"PARATINGA (BA)";"BA";"Paratinga";"Velho Chico"
2923803;10004;"PARIPIRANGA (BA)";"BA";"Paripiranga";"Semi-Árido Nordeste II"
2924306;10261;"PIATA (BA)";"BA";"Piata";"Chapada Diamantina"
2924504;10263;"PINDAI (BA)";"BA";"Pindai";"Sertão Produtivo"
2924678;10191;"PIRAI DO NORTE (BA)";"BA";"Pirai do Norte";"Baixo Sul"
2926400;10230;"RIACHO DE SANTANA (BA)";"BA";"Riacho de Santana";"Velho Chico"
2925600;10271;"PRESIDENTE DUTRA (BA)";"BA";"Presidente Dutra";"Irecê"
2926608;10032;"RIBEIRA DO POMBAL (BA)";"BA";"Ribeira do Pombal";"Semi-Árido Nordeste II"
2925758;10272;"PRESIDENTE TANCREDO NEVES (BA)";"BA";"Presidente Tancredo Neves";"Baixo Sul"
2926806;10278;"RIO DO ANTONIO (BA)";"BA";"Rio do Antonio";"Sertão Produtivo"
2931905;10323;"TUCANO (BA)";"BA";"Tucano";"Semi-Árido Nordeste II"
2926707;10277;"RIO DE CONTAS (BA)";"BA";"Rio de Contas";"Chapada Diamantina"
2927002;10280;"RIO REAL (BA)";"BA";"Rio Real";"Agreste Alagoinhas/Litoral Norte"
2927200;10282;"RUY BARBOSA (BA)";"BA";"Ruy Barbosa";"Chapada Diamantina"
2932408;10328;"UIBAI (BA)";"BA";"Uibai";"Irecê"
2928604;10292;"SANTO AMARO (BA)";"BA";"Santo Amaro";"Portal do Sertão"
2928802;10294;"SANTO ESTEVAO (BA)";"BA";"Santo Estevao";"Portal do Sertão"
2929206;10299;"SAO FRANCISCO DO CONDE (BA)";"BA";"Sao Francisco do Conde";"Portal do Sertão"
2929701;10304;"SATIRO DIAS (BA)";"BA";"Satiro Dias";"Agreste Alagoinhas/Litoral Norte"
2929909;10306;"SEABRA (BA)";"BA";"Seabra";"Chapada Diamantina"
2930006;10307;"SEBASTIAO LARANJEIRAS (BA)";"BA";"Sebastiao Laranjeiras";"Sertão Produtivo"
2930154;10047;"SERRA DO RAMALHO (BA)";"BA";"Serra do Ramalho";"Velho Chico"
2930758;10047;"SITIO DO MATO (BA)";"BA";"Sitio do Mato";"Velho Chico"
2930808;10313;"SOUTO SOARES (BA)";"BA";"Souto Soares";"Chapada Diamantina"
2931004;10315;"TANHACU (BA)";"BA";"Tanhacu";"Sertão Produtivo"
2931103;10316;"TANQUINHO (BA)";"BA";"Tanquinho";"Portal do Sertão"
2931202;10317;"TAPEROA (BA)";"BA";"Taperoa";"Baixo Sul"
2932804;10331;"UTINGA (BA)";"BA";"Utinga";"Chapada Diamantina"
2932903;10272;"VALENCA (BA)";"BA";"Valenca";"Baixo Sul"
2931608;10321;"TEOLANDIA (BA)";"BA";"Teolandia";"Baixo Sul"
2932457;10071;"UMBURANAS (BA)";"BA";"Umburanas";"Chapada Diamantina"
2932606;10329;"URANDI (BA)";"BA";"Urandi";"Sertão Produtivo"
2933158;10081;"VARZEA NOVA (BA)";"BA";"Varzea Nova";"Chapada Diamantina"
2933505;10336;"WENCESLAU GUIMARAES (BA)";"BA";"Wenceslau Guimaraes";"Baixo Sul"
2933604;10170;"XIQUE XIQUE (BA)";"BA";"Xique-Xique";"Irecê"
3101706;11018;"ALMENARA (MG)";"MG";"Almenara";"Vale do Jequitinhonha"
3102704;11029;"CACHOEIRA DE PAJEU (MG)";"MG";"Cachoeira de Pajeu";"Vale do Jequitinhonha"
3103405;11037;"ARACUAI (MG)";"MG";"Aracuai";"Vale do Jequitinhonha"
3104502;11050;"ARINOS (MG)";"MG";"Arinos";"Noroeste"
4305157;15038;"CERRO GRANDE (RS)";"RS";"Cerro Grande";"Médio Alto Uruguai"
3105202;11057;"BANDEIRA (MG)";"MG";"Bandeira";"Vale do Jequitinhonha"
4322343;15058;"UBIRETAMA (RS)";"RS";"Ubiretama";"Noroeste Missões"
3106507;11069;"BERILO (MG)";"MG";"Berilo";"Vale do Jequitinhonha"
3107307;11078;"BOCAIUVA (MG)";"MG";"Bocaiuva";"Montes Claros"
3109402;11102;"BURITIZEIRO (MG)";"MG";"Buritizeiro";"Montes Claros"
3109451;11103;"CABECEIRA GRANDE (MG)";"MG";"Cabeceira Grande";"Noroeste"
3108206;11087;"BONFINOPOLIS DE MINAS (MG)";"MG";"Bonfinopolis de Minas";"Noroeste"
3108255;11088;"BONITO DE MINAS (MG)";"MG";"Bonito de Minas";"Entorno do Rio São Francisco"
3108552;11092;"BRASILANDIA DE MINAS (MG)";"MG";"Brasilandia de Minas";"Noroeste"
3108602;11093;"BRASILIA DE MINAS (MG)";"MG";"Brasilia de Minas";"Entorno do Rio São Francisco"
3111150;11093;"CAMPO AZUL (MG)";"MG";"Campo Azul";"Entorno do Rio São Francisco"
3112703;11136;"CAPITAO ENEAS (MG)";"MG";"Capitao Eneas";"Montes Claros"
5005251;1091;"LAGUNA CARAPA (MS)";"MS";"Laguna Carapa";"Grande Dourados - Fronteira"
3115474;11167;"CATUTI (MG)";"MG";"Catuti";"Janaúba"
5005400;1092;"MARACAJU (MS)";"MS";"Maracaju";"Centro do MS"
5005806;1094;"NIOAQUE (MS)";"MS";"Nioaque";"Centro do MS"
5006002;1095;"NOVA ALVORADA DO SUL (MS)";"MS";"Nova Alvorada do Sul";"Centro do MS"
5006200;1096;"NOVA ANDRADINA (MS)";"MS";"Nova Andradina";"Vale do Ininhema/Cone Sul"
5006259;1085;"NOVO HORIZONTE DO SUL (MS)";"MS";"Novo Horizonte do Sul";"Vale do Ininhema/Cone Sul"
3116159;11175;"CHAPADA GAUCHA (MG)";"MG";"Chapada Gaucha";"Entorno do Rio São Francisco"
3116506;11179;"CLARO DOS POCOES (MG)";"MG";"Claro dos Pocoes";"Montes Claros"
3117009;11184;"COMERCINHO (MG)";"MG";"Comercinho";"Vale do Jequitinhonha"
3117836;11088;"CONEGO MARINHO (MG)";"MG";"Conego Marinho";"Entorno do Rio São Francisco"
3118809;11203;"CORACAO DE JESUS (MG)";"MG";"Coracao de Jesus";"Montes Claros"
3119500;11210;"CORONEL MURTA (MG)";"MG";"Coronel Murta";"Vale do Jequitinhonha"
3120870;11010;"CURRAL DE DENTRO (MG)";"MG";"Curral de Dentro";"Alto Rio Pardo"
3122454;11018;"DIVISOPOLIS (MG)";"MG";"Divisopolis";"Vale do Jequitinhonha"
3122470;11087;"DOM BOSCO (MG)";"MG";"Dom Bosco";"Noroeste"
5007208;1095;"RIO BRILHANTE (MS)";"MS";"Rio Brilhante";"Centro do MS"
3123809;11256;"ENGENHEIRO NAVARRO (MG)";"MG";"Engenheiro Navarro";"Montes Claros"
3139250;11261;"MAMONAS (MG)";"MG";"Mamonas";"Janaúba"
3124302;11261;"ESPINOSA (MG)";"MG";"Espinosa";"Janaúba"
4304705;15008;"CARAZINHO (RS)";"RS";"Carazinho";"Planalto do RS"
3125606;11274;"FELISBURGO (MG)";"MG";"Felisburgo";"Vale do Jequitinhonha"
3126208;11279;"FORMOSO (MG)";"MG";"Formoso";"Entorno do Rio São Francisco"
3126604;11283;"FRANCISCO DUMONT (MG)";"MG";"Francisco Dumont";"Montes Claros"
3126703;11284;"FRANCISCO SA (MG)";"MG";"Francisco Sa";"Montes Claros"
5006606;1091;"PONTA PORA (MS)";"MS";"Ponta Pora";"Grande Dourados - Fronteira"
3127073;11291;"FRUTA DE LEITE (MG)";"MG";"Fruta de Leite";"Alto Rio Pardo"
3127339;11295;"GAMELEIRAS (MG)";"MG";"Gameleiras";"Janaúba"
3127354;11296;"GLAUCILANDIA (MG)";"MG";"Glaucilandia";"Montes Claros"
3127800;11302;"GRAO MOGOL (MG)";"MG";"Grao Mogol";"Montes Claros"
4209201;14398;"LACERDOPOLIS (SC)";"SC";"Lacerdopolis";"Meio Oeste Catarinense"
3128253;11078;"GUARACIAMA (MG)";"MG";"Guaraciama";"Montes Claros"
3128600;11310;"GUARDA MOR (MG)";"MG";"Guarda-Mor";"Noroeste"
5007901;1095;"SIDROLANDIA (MS)";"MS";"Sidrolandia";"Centro do MS"
3129608;11319;"IBIAI (MG)";"MG";"Ibiai";"Montes Claros"
3129657;11320;"IBIRACATU (MG)";"MG";"Ibiracatu";"Entorno do Rio São Francisco"
3130051;11175;"ICARAI DE MINAS (MG)";"MG";"Icarai de Minas";"Entorno do Rio São Francisco"
3145059;11467;"NOVA PORTEIRINHA (MG)";"MG";"Nova Porteirinha";"Janaúba"
5008008;1105;"TERENOS (MS)";"MS";"Terenos";"Centro do MS"
3130655;11331;"INDAIABIRA (MG)";"MG";"Indaiabira";"Alto Rio Pardo"
3132008;11345;"ITACAMBIRA (MG)";"MG";"Itacambira";"Montes Claros"
3132107;11346;"ITACARAMBI (MG)";"MG";"Itacarambi";"Entorno do Rio São Francisco"
3133303;11355;"ITAOBIM (MG)";"MG";"Itaobim";"Vale do Jequitinhonha"
3134004;11363;"ITINGA (MG)";"MG";"Itinga";"Vale do Jequitinhonha"
3134707;11369;"JACINTO (MG)";"MG";"Jacinto";"Vale do Jequitinhonha"
3135050;11295;"JAIBA (MG)";"MG";"Jaiba";"Janaúba"
3135357;11093;"JAPONVAR (MG)";"MG";"Japonvar";"Entorno do Rio São Francisco"
3135100;11320;"JANAUBA (MG)";"MG";"Janauba";"Janaúba"
3135209;11088;"JANUARIA (MG)";"MG";"Januaria";"Entorno do Rio São Francisco"
3136306;11092;"JOAO PINHEIRO (MG)";"MG";"Joao Pinheiro";"Noroeste"
3136801;11296;"JURAMENTO (MG)";"MG";"Juramento";"Montes Claros"
3135605;11376;"JEQUITAI (MG)";"MG";"Jequitai";"Montes Claros"
3135803;11378;"JEQUITINHONHA (MG)";"MG";"Jequitinhonha";"Vale do Jequitinhonha"
3136009;11380;"JOAIMA (MG)";"MG";"Joaima";"Vale do Jequitinhonha"
5008404;1079;"VICENTINA (MS)";"MS";"Vicentina";"Grande Dourados - Fronteira"
3136504;11384;"JORDANIA (MG)";"MG";"Jordania";"Vale do Jequitinhonha"
3136959;11295;"JUVENILIA (MG)";"MG";"Juvenilia";"Entorno do Rio São Francisco"
3137106;11391;"LAGAMAR (MG)";"MG";"Lagamar";"Noroeste"
3137304;11393;"LAGOA DOS PATOS (MG)";"MG";"Lagoa dos Patos";"Montes Claros"
3137536;11396;"LAGOA GRANDE (MG)";"MG";"Lagoa Grande";"Noroeste"
3138104;11401;"LASSANCE (MG)";"MG";"Lassance";"Montes Claros"
3138682;11093;"LUISLANDIA (MG)";"MG";"Luislandia";"Entorno do Rio São Francisco"
3138658;11408;"LONTRA (MG)";"MG";"Lontra";"Entorno do Rio São Francisco"
3142254;11295;"MIRAVANIA (MG)";"MG";"Miravania";"Entorno do Rio São Francisco"
5100359;1110;"ALTO BOA VISTA (MT)";"MT";"Alto Boa Vista";"Araguaia MT"
3139300;11295;"MANGA (MG)";"MG";"Manga";"Entorno do Rio São Francisco"
3141009;11167;"MATO VERDE (MG)";"MG";"Mato Verde";"Janaúba"
3140852;11295;"MATIAS CARDOSO (MG)";"MG";"Matias Cardoso";"Entorno do Rio São Francisco"
3141405;11431;"MEDINA (MG)";"MG";"Medina";"Vale do Jequitinhonha"
3142007;11436;"MIRABELA (MG)";"MG";"Mirabela";"Montes Claros"
3142700;11443;"MONTALVANIA (MG)";"MG";"Montalvania";"Entorno do Rio São Francisco"
3143450;11331;"MONTEZUMA (MG)";"MG";"Montezuma";"Alto Rio Pardo"
3142908;11295;"MONTE AZUL (MG)";"MG";"Monte Azul";"Janaúba"
3143153;11380;"MONTE FORMOSO (MG)";"MG";"Monte Formoso";"Vale do Jequitinhonha"
3144375;11087;"NATALANDIA (MG)";"MG";"Natalandia";"Noroeste"
3144656;11462;"NINHEIRA (MG)";"MG";"Ninheira";"Alto Rio Pardo"
3145455;11078;"OLHOS D AGUA (MG)";"MG";"Olhos-D'agua";"Montes Claros"
3146305;11482;"PADRE PARAISO (MG)";"MG";"Padre Paraiso";"Vale do Jequitinhonha"
3146552;11467;"PAI PEDRO (MG)";"MG";"Pai Pedro";"Janaúba"
3147006;11489;"PARACATU (MG)";"MG";"Paracatu";"Noroeste"
4211850;14292;"OURO VERDE (SC)";"SC";"Ouro Verde";"Meio Oeste Catarinense"
3147956;11436;"PATIS (MG)";"MG";"Patis";"Entorno do Rio São Francisco"
4314787;15031;"PONTE PRETA (RS)";"RS";"Ponte Preta";"Planalto do RS"
3148707;11505;"PEDRA AZUL (MG)";"MG";"Pedra Azul";"Vale do Jequitinhonha"
4316477;15075;"SALVADOR DAS MISSOES (RS)";"RS";"Salvador das Missoes";"Noroeste Missões"
3149150;11088;"PEDRAS DE MARIA DA CRUZ (MG)";"MG";"Pedras de Maria da Cruz";"Entorno do Rio São Francisco"
5106372;1132;"PEDRA PRETA (MT)";"MT";"Pedra Preta";"Sudeste"
4321634;15031;"TRES ARROIOS (RS)";"RS";"Tres Arroios";"Planalto do RS"
5106778;1110;"PORTO ALEGRE DO NORTE (MT)";"MT";"Porto Alegre do Norte";"Araguaia MT"
3150570;11175;"PINTOPOLIS (MG)";"MG";"Pintopolis";"Entorno do Rio São Francisco"
3151206;11530;"PIRAPORA (MG)";"MG";"Pirapora";"Montes Claros"
3152131;11539;"PONTO CHIQUE (MG)";"MG";"Ponto Chique";"Entorno do Rio São Francisco"
3152170;11363;"PONTO DOS VOLANTES (MG)";"MG";"Ponto dos Volantes";"Vale do Jequitinhonha"
3152204;11467;"PORTEIRINHA (MG)";"MG";"Porteirinha";"Janaúba"
3154457;11559;"RIACHINHO (MG)";"MG";"Riachinho";"Noroeste"
3154507;11560;"RIACHO DOS MACHADOS (MG)";"MG";"Riacho dos Machados";"Janaúba"
3155108;11487;"RIO DO PRADO (MG)";"MG";"Rio do Prado";"Vale do Jequitinhonha"
3155603;11331;"RIO PARDO DE MINAS (MG)";"MG";"Rio Pardo de Minas";"Alto Rio Pardo"
3156007;11572;"RIO VERMELHO (MG)";"MG";"Rio Vermelho";"Vale do Jequitinhonha"
5107065;1110;"QUERENCIA (MT)";"MT";"Querencia";"Araguaia MT"
3156502;11577;"RUBELITA (MG)";"MG";"Rubelita";"Alto Rio Pardo"
3156601;11578;"RUBIM (MG)";"MG";"Rubim";"Vale do Jequitinhonha"
3157005;11291;"SALINAS (MG)";"MG";"Salinas";"Alto Rio Pardo"
3157609;11587;"SANTA FE DE MINAS (MG)";"MG";"Santa Fe de Minas";"Noroeste"
3160306;11613;"SANTO ANTONIO DO JACINTO (MG)";"MG";"Santo Antonio do Jacinto";"Vale do Jequitinhonha"
3160454;11331;"SANTO ANTONIO DO RETIRO (MG)";"MG";"Santo Antonio do Retiro";"Alto Rio Pardo"
3161106;11175;"SAO FRANCISCO (MG)";"MG";"Sao Francisco";"Entorno do Rio São Francisco"
3166501;11671;"SERRA AZUL DE MINAS (MG)";"MG";"Serra Azul de Minas";"Vale do Jequitinhonha"
3162252;11203;"SAO JOAO DA LAGOA (MG)";"MG";"Sao Joao da Lagoa";"Montes Claros"
3162401;11408;"SAO JOAO DA PONTE (MG)";"MG";"Sao Joao da Ponte";"Entorno do Rio São Francisco"
3162450;11346;"SAO JOAO DAS MISSOES (MG)";"MG";"Sao Joao das Missoes";"Entorno do Rio São Francisco"
3162658;11203;"SAO JOAO DO PACUI (MG)";"MG";"Sao Joao do Pacui";"Montes Claros"
3162708;11462;"SAO JOAO DO PARAISO (MG)";"MG";"Sao Joao do Paraiso";"Alto Rio Pardo"
3164209;11559;"SAO ROMAO (MG)";"MG";"Sao Romao";"Noroeste"
3166956;11467;"SERRANOPOLIS DE MINAS (MG)";"MG";"Serranopolis de Minas";"Janaúba"
3168002;11071;"TAIOBEIRAS (MG)";"MG";"Taiobeiras";"Alto Rio Pardo"
3170404;11103;"UNAI (MG)";"MG";"Unai";"Noroeste"
3170008;11539;"UBAI (MG)";"MG";"Ubai";"Entorno do Rio São Francisco"
3170479;11103;"URUANA DE MINAS (MG)";"MG";"Uruana de Minas";"Noroeste"
3170529;11175;"URUCUIA (MG)";"MG";"Urucuia";"Noroeste"
3170651;11331;"VARGEM GRANDE DO RIO PARDO (MG)";"MG";"Vargem Grande do Rio Pardo";"Alto Rio Pardo"
3171600;11714;"VIRGEM DA LAPA (MG)";"MG";"Virgem da Lapa";"Vale do Jequitinhonha"
4322350;15089;"UNIAO DA SERRA (RS)";"RS";"Uniao da Serra";"Planalto do RS"
4322558;15071;"VANINI (RS)";"RS";"Vanini";"Nordeste"
4304853;15070;"CARLOS GOMES (RS)";"RS";"Carlos Gomes";"Planalto do RS"
3502804;13032;"ARACATUBA (SP)";"SP";"Aracatuba";"Araçatuba"
4306320;15033;"DERRUBADAS (RS)";"RS";"Derrubadas";"Noroeste Missões"
3504008;13047;"ASSIS (SP)";"SP";"Assis";"Médio Vale do Paranapanema"
3506300;13069;"BERNARDINO DE CAMPOS (SP)";"SP";"Bernardino de Campos";"Médio Vale do Paranapanema"
3506409;13071;"BILAC (SP)";"SP";"Bilac";"Araçatuba"
3506508;13072;"BIRIGUI (SP)";"SP";"Birigui";"Araçatuba"
3515350;13169;"EUCLIDES DA CUNHA PAULISTA (SP)";"SP";"Euclides da Cunha Paulista";"Pontal do Paranapanema"
3507753;13087;"BREJO ALEGRE (SP)";"SP";"Brejo Alegre";"Araçatuba"
3508108;13091;"BURITAMA (SP)";"SP";"Buritama";"Araçatuba"
3509106;13101;"CAIUA (SP)";"SP";"Caiua";"Pontal do Paranapanema"
3509809;13109;"CAMPOS NOVOS PAULISTA (SP)";"SP";"Campos Novos Paulista";"Médio Vale do Paranapanema"
3510005;13112;"CANDIDO MOTA (SP)";"SP";"Candido Mota";"Médio Vale do Paranapanema"
3510153;13114;"CANITAR (SP)";"SP";"Canitar";"Médio Vale do Paranapanema"
3512506;13087;"COROADOS (SP)";"SP";"Coroados";"Araçatuba"
3513306;13144;"CRUZALIA (SP)";"SP";"Cruzalia";"Médio Vale do Paranapanema"
3516101;13178;"FLORINIA (SP)";"SP";"Florinia";"Médio Vale do Paranapanema"
3517109;13187;"GLICERIO (SP)";"SP";"Glicerio";"Araçatuba"
3519501;13214;"IBIRAREMA (SP)";"SP";"Ibirarema";"Médio Vale do Paranapanema"
3519907;13218;"IEPE (SP)";"SP";"Iepe";"Pontal do Paranapanema"
3528809;13304;"MARACAI (SP)";"SP";"Maracai";"Médio Vale do Paranapanema"
4312252;15048;"MINAS DO LEAO (RS)";"RS";"Minas do Leao";"Centro do RS"
4312302;15134;"MIRAGUAI (RS)";"RS";"Miraguai";"Noroeste Missões"
3535309;13372;"PALMITAL (SP)";"SP";"Palmital";"Médio Vale do Paranapanema"
3537156;13144;"PEDRINHAS PAULISTA (SP)";"SP";"Pedrinhas Paulista";"Médio Vale do Paranapanema"
3538303;13401;"PIQUEROBI (SP)";"SP";"Piquerobi";"Pontal do Paranapanema"
3539707;13414;"PLATINA (SP)";"SP";"Platina";"Médio Vale do Paranapanema"
3541307;13430;"PRESIDENTE EPITACIO (SP)";"SP";"Presidente Epitacio";"Pontal do Paranapanema"
3541505;13432;"PRESIDENTE VENCESLAU (SP)";"SP";"Presidente Venceslau";"Pontal do Paranapanema"
3542206;13440;"RANCHARIA (SP)";"SP";"Rancharia";"Médio Vale do Paranapanema"
3543204;13449;"RIBEIRAO DO SUL (SP)";"SP";"Ribeirao do Sul";"Médio Vale do Paranapanema"
4306700;15092;"DONA FRANCISCA (RS)";"RS";"Dona Francisca";"Centro do RS"
4312351;15135;"MONTAURI (RS)";"RS";"Montauri";"Nordeste"
3544400;13461;"RUBIACEA (SP)";"SP";"Rubiacea";"Araçatuba"
3545407;13471;"SALTO GRANDE (SP)";"SP";"Salto Grande";"Médio Vale do Paranapanema"
3546405;13166;"SANTA CRUZ DO RIO PARDO (SP)";"SP";"Santa Cruz do Rio Pardo";"Médio Vale do Paranapanema"
3551207;13521;"SARUTAIA (SP)";"SP";"Sarutaia";"Médio Vale do Paranapanema"
4312625;15056;"MULITERNO (RS)";"RS";"Muliterno";"Nordeste"
3553955;13047;"TARUMA (SP)";"SP";"Taruma";"Médio Vale do Paranapanema"
3557204;13114;"CHAVANTES (SP)";"SP";"Chavantes";"Médio Vale do Paranapanema"
4101002;14011;"AMPERE (PR)";"PR";"Ampere";"Sudoeste do PR"
4102604;14030;"BARRACAO (PR)";"PR";"Barracao";"Sudoeste do PR"
4306973;15002;"EREBANGO (RS)";"RS";"Erebango";"Planalto do RS"
4102752;14032;"BELA VISTA DA CAROBA (PR)";"PR";"Bela Vista da Caroba";"Sudoeste do PR"
4103024;14036;"BOA ESPERANCA DO IGUACU (PR)";"PR";"Boa Esperanca do Iguacu";"Sudoeste do PR"
4312906;15139;"NOVA BASSANO (RS)";"RS";"Nova Bassano";"Nordeste"
4312955;15008;"NOVA BOA VISTA (RS)";"RS";"Nova Boa Vista";"Médio Alto Uruguai"
4104501;14058;"CAPANEMA (PR)";"PR";"Capanema";"Sudoeste do PR"
4115309;14169;"MARIOPOLIS (PR)";"PR";"Mariopolis";"Sudoeste do PR"
4105409;14065;"CHOPINZINHO (PR)";"PR";"Chopinzinho";"Sudoeste do PR"
4105706;14068;"CLEVELANDIA (PR)";"PR";"Clevelandia";"Sudoeste do PR"
4106456;14075;"CORONEL DOMINGOS SOARES (PR)";"PR";"Coronel Domingos Soares";"Sudoeste do PR"
4106506;14076;"CORONEL VIVIDA (PR)";"PR";"Coronel Vivida";"Sudoeste do PR"
4107207;14036;"DOIS VIZINHOS (PR)";"PR";"Dois Vizinhos";"Sudoeste do PR"
4300554;15010;"ALTO ALEGRE (RS)";"RS";"Alto Alegre";"Planalto do RS"
4107405;14087;"ENEAS MARQUES (PR)";"PR";"Eneas Marques";"Sudoeste do PR"
4107850;14096;"FLOR DA SERRA DO SUL (PR)";"PR";"Flor da Serra do Sul";"Sudoeste do PR"
4108403;14103;"FRANCISCO BELTRAO (PR)";"PR";"Francisco Beltrao";"Sudoeste do PR"
4109658;14116;"HONORIO SERPA (PR)";"PR";"Honorio Serpa";"Sudoeste do PR"
4111209;14131;"ITAPEJARA D OESTE (PR)";"PR";"Itapejara D'Oeste";"Sudoeste do PR"
4307005;15031;"ERECHIM (RS)";"RS";"Erechim";"Planalto do RS"
4114351;14096;"MANFRINOPOLIS (PR)";"PR";"Manfrinopolis";"Sudoeste do PR"
4114401;14116;"MANGUEIRINHA (PR)";"PR";"Mangueirinha";"Sudoeste do PR"
5212501;16045;"LUZIANIA (GO)";"GO";"Luziania";"Nordeste Goiano, DF e Entorno"
4115408;14171;"MARMELEIRO (PR)";"PR";"Marmeleiro";"Sudoeste do PR"
4124806;14256;"SAO JOAO (PR)";"PR";"Sao Joao";"Sudoeste do PR"
4116950;14087;"NOVA ESPERANCA DO SUDOESTE (PR)";"PR";"Nova Esperanca do Sudoeste";"Sudoeste do PR"
4117255;14192;"NOVA PRATA DO IGUACU (PR)";"PR";"Nova Prata do Iguacu";"Sudoeste do PR"
4117602;14075;"PALMAS (PR)";"PR";"Palmas";"Sudoeste do PR"
4121406;14228;"REALEZA (PR)";"PR";"Realeza";"Sudoeste do PR"
4121604;14230;"RENASCENCA (PR)";"PR";"Renascenca";"Sudoeste do PR"
4118501;14041;"PATO BRANCO (PR)";"PR";"Pato Branco";"Sudoeste do PR"
4119004;14032;"PEROLA D OESTE (PR)";"PR";"Perola D'Oeste";"Sudoeste do PR"
4119251;14032;"PINHAL DE SAO BENTO (PR)";"PR";"Pinhal de Sao Bento";"Sudoeste do PR"
4119806;14213;"PLANALTO (PR)";"PR";"Planalto";"Sudoeste do PR"
4120358;14032;"PRANCHITA (PR)";"PR";"Pranchita";"Sudoeste do PR"
4122800;14096;"SALGADO FILHO (PR)";"PR";"Salgado Filho";"Sudoeste do PR"
4123006;14192;"SALTO DO LONTRA (PR)";"PR";"Salto do Lontra";"Sudoeste do PR"
4124400;14032;"SANTO ANTONIO DO SUDOESTE (PR)";"PR";"Santo Antonio do Sudoeste";"Sudoeste do PR"
4123808;14247;"SANTA IZABEL DO OESTE (PR)";"PR";"Santa Izabel do Oeste";"Sudoeste do PR"
4125209;14259;"SAO JORGE D OESTE (PR)";"PR";"Sao Jorge D'Oeste";"Sudoeste do PR"
4126272;14065;"SAUDADE DO IGUACU (PR)";"PR";"Saudade do Iguacu";"Sudoeste do PR"
4126652;14065;"SULINA (PR)";"PR";"Sulina";"Sudoeste do PR"
4308706;15028;"GAURAMA (RS)";"RS";"Gaurama";"Planalto do RS"
4207684;14292;"IPUACU (SC)";"SC";"Ipuacu";"Meio Oeste Catarinense"
4128609;14288;"VERE (PR)";"PR";"Vere";"Sudoeste do PR"
4128708;14289;"VITORINO (PR)";"PR";"Vitorino";"Sudoeste do PR"
4200101;14292;"ABELARDO LUZ (SC)";"SC";"Abelardo Luz";"Meio Oeste Catarinense"
4200408;14295;"AGUA DOCE (SC)";"SC";"agua Doce";"Meio Oeste Catarinense"
4309126;15108;"GRAMADO DOS LOUREIROS (RS)";"RS";"Gramado dos Loureiros";"Médio Alto Uruguai"
4203907;14340;"CAPINZAL (SC)";"SC";"Capinzal";"Meio Oeste Catarinense"
4204459;14347;"CORONEL MARTINS (SC)";"SC";"Coronel Martins";"Meio Oeste Catarinense"
4204004;14342;"CATANDUVAS (SC)";"SC";"Catanduvas";"Meio Oeste Catarinense"
4205175;14292;"ENTRE RIOS (SC)";"SC";"Entre Rios";"Meio Oeste Catarinense"
4205209;14356;"ERVAL VELHO (SC)";"SC";"Erval Velho";"Meio Oeste Catarinense"
